Candidate	Event	E_Char_Start	E_Char_end	E_Word_Index	Remedy	R_Char_Start	R_Char_end	R_Word_Index	Is_inverted	Label
o diabetes é uma doença crônica que se caracteriza por hiperglicemia glicose elevada no sangue causada pela http fb me 5x1a4ajvv .	glicose	69	75	11	hiperglicemia	55	67	10	1	-1
o diabetes é uma doença crônica que se caracteriza por hiperglicemia glicose elevada no sangue causada pela http fb me 5x1a4ajvv .	glicose	69	75	11	diabetes	2	9	1	1	-1
o nosso suor possui cloreto de sódio e ureia em sua composição o cloreto de sódio sal desidrata o tecido e a ureia ataca .	cloreto de sódio	65	80	11040	suor	8	11	2	1	-1
o nosso suor possui cloreto de sódio e ureia em sua composição o cloreto de sódio sal desidrata o tecido e a ureia ataca .	ureia	39	43	8	suor	8	11	2	1	-1
o nosso suor possui cloreto de sódio e ureia em sua composição o cloreto de sódio sal desidrata o tecido e a ureia ataca .	cloreto de sódio	20	35	11040	suor	8	11	2	1	-1
o nosso suor possui cloreto de sódio e ureia em sua composição o cloreto de sódio sal desidrata o tecido e a ureia ataca .	ureia	109	113	22	suor	8	11	2	1	-1
o nosso suor possui cloreto de sódio e ureia em sua composição o cloreto de sódio sal desidrata o tecido e a ureia ataca .	sal	82	84	16	suor	8	11	2	1	-1
como ficariam a ind farmacêutica se todos descobrissem que um chá composto de ervas num total de 10 00 cura sua azia e omeprazol ja era .	omeprazol	119	127	23	azia	112	115	21	1	-1
sunshowers aiiiii que dor vai na farmácia e pede sulfadiazina de prata	sulfadiazina de prata	49	69	12353	dor	22	24	3	1	-1
coma chocolate de preferencia amargo pra não engordar e aumentar a glicose canjica ou peixe o que desejar http fb me 5hfmo7are .	glicose	67	73	11	coma	0	3	0	1	-1
é uma pomada pra queimaduras resolveu comigo .	pomada	6	11	2	queimaduras	17	27	4	0	-1
glicose alta é um desconforto do caralho .	glicose	0	6	0	desconforto	18	28	4	0	-1
tomo nimesulida alergia .	nimesulida	5	14	1	alergia	16	22	2	0	-1
uma colher de chá de bicarbonato de sódio misturada com água tira a azia na hora funciona mesmo .	bicarbonato de sódio	21	40	9519	azia	68	71	13	0	-1
hj é dia de levar malu pra tomar vacina q morte horrível do dinheiro	vacina	33	38	8	morte	42	46	10	0	-1
hj é dia de levar malu pra tomar vacina q morte horrível do dinheiro	malu	18	21	5	morte	42	46	10	0	-1
hoje eu finalmente consegui comprar kit kat vem alergia e glicose alta .	glicose	58	64	10	alergia	48	54	8	1	-1
passei a madrugada na base do paracetamol pra ver se melhorava a dor na perna .	paracetamol	30	40	6	dor na perna	65	76	11369	0	-1
ah mano vou ter q voltar a tomar vacina contra alergia .	vacina	33	38	8	alergia	47	53	10	0	-1
captopril tem o próprio gosto da morte .	captopril	0	8	0	morte	33	37	6	0	-1
esqueci de tomar omeprazol hoje já to até sentindo a morte se aproximar d. esqueci de tomar omeprazol ja tp chorando de dor e nem comi ainda .	omeprazol	17	25	3	dor	120	122	22	0	-1
esqueci de tomar omeprazol hoje já to até sentindo a morte se aproximar d. esqueci de tomar omeprazol ja tp chorando de dor e nem comi ainda .	omeprazol	17	25	3	morte	53	57	10	0	-1
esqueci de tomar omeprazol hoje já to até sentindo a morte se aproximar d. esqueci de tomar omeprazol ja tp chorando de dor e nem comi ainda .	omeprazol	17	25	3	chorando	108	115	20	0	-1
esqueci de tomar omeprazol hoje já to até sentindo a morte se aproximar d. esqueci de tomar omeprazol ja tp chorando de dor e nem comi ainda .	omeprazol	92	100	17	dor	120	122	22	0	-1
esqueci de tomar omeprazol hoje já to até sentindo a morte se aproximar d. esqueci de tomar omeprazol ja tp chorando de dor e nem comi ainda .	omeprazol	92	100	17	morte	53	57	10	1	-1
esqueci de tomar omeprazol hoje já to até sentindo a morte se aproximar d. esqueci de tomar omeprazol ja tp chorando de dor e nem comi ainda .	omeprazol	92	100	17	chorando	108	115	20	0	-1
a carbamazepina é usada no tratamento da epilepsia e de outras doenças neurológicas ou psiquiátricas como doença bipolar depressão .	carbamazepina	2	14	1	depressão	121	129	18	0	-1
diabetes é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia pode ocorrer devido a http fb me 9obctdetx .	glicose	53	59	8	diabetes	0	7	0	1	-1
diabetes é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia pode ocorrer devido a http fb me 9obctdetx .	glicose	53	59	8	hiperglicemia	71	83	11	0	-1
desde cedo tô sentindo uma dor no estômago cadê meu omeprazol .	omeprazol	52	60	10	dor	27	29	5	1	-1
a alergia alimentar não é igual a hipersensibilidade não alérgica alimentar a alergia alimentar pode ser imunoglobulina e mediada ou não .	imunoglobulina	105	118	16	alergia	2	8	1	1	-1
a alergia alimentar não é igual a hipersensibilidade não alérgica alimentar a alergia alimentar pode ser imunoglobulina e mediada ou não .	imunoglobulina	105	118	16	hipersensibilidade	34	51	7	1	-1
a alergia alimentar não é igual a hipersensibilidade não alérgica alimentar a alergia alimentar pode ser imunoglobulina e mediada ou não .	imunoglobulina	105	118	16	alergia	78	84	12	1	-1
apenas uma caixa de fluoxetina momentos de dor e sofrimento .	fluoxetina	20	29	4	dor	43	45	7	0	-1
tenho alergia a paracetamol e dipirona aí tenho que ficar aqui sofrendo com a dor de cabeça .	paracetamol	16	26	3	alergia	6	12	1	1	-1
tenho alergia a paracetamol e dipirona aí tenho que ficar aqui sofrendo com a dor de cabeça .	paracetamol	16	26	3	dor de cabeça	78	90	12550	0	-1
tenho alergia a paracetamol e dipirona aí tenho que ficar aqui sofrendo com a dor de cabeça .	dipirona	30	37	5	alergia	6	12	1	1	-1
tenho alergia a paracetamol e dipirona aí tenho que ficar aqui sofrendo com a dor de cabeça .	dipirona	30	37	5	dor de cabeça	78	90	12550	0	-1
o plano era aproveitar a dor de cabeça para dormir mas eu tomei um comprimido de ibuprofeno e estou acordada sem dor .	ibuprofeno	81	90	16	dor	113	115	21	0	-1
o plano era aproveitar a dor de cabeça para dormir mas eu tomei um comprimido de ibuprofeno e estou acordada sem dor .	ibuprofeno	81	90	16	dor de cabeça	25	37	7169	1	-1
confusão mental deve ter sido o propranolol mesmo .	propranolol	32	42	6	confusão	0	7	0	1	-1
d q além de passar a alergia vc fica ligadão parece q tá injetando cafeína no sangue .	cafeína	67	73	14	alergia	21	27	6	1	-1
to a base de omeprazol e a dor no estômago não passa .	omeprazol	13	21	4	dor	27	29	7	0	-1
entre as reações da sertralina estão insônia sonolência tontura dor de cabeça	sertralina	20	29	4	insônia	37	43	6	0	-1
entre as reações da sertralina estão insônia sonolência tontura dor de cabeça	sertralina	20	29	4	sonolência	45	54	7	0	-1
entre as reações da sertralina estão insônia sonolência tontura dor de cabeça	sertralina	20	29	4	dor de cabeça	64	76	8547	0	-1
entre as reações da sertralina estão insônia sonolência tontura dor de cabeça	sertralina	20	29	4	tontura	56	62	8	0	-1
você já levou sua mãe pra tomar vacina contra a febre aftosa .	vacina	32	37	7	febre	48	52	10	0	-1
nicotina morte aos poucos redacaoespirita https redacaoespirita com br artigo nicotina morte aos poucos .	nicotina	78	85	10	morte	87	91	11	0	-1
nicotina morte aos poucos redacaoespirita https redacaoespirita com br artigo nicotina morte aos poucos .	nicotina	78	85	10	morte	9	13	1	1	-1
nicotina morte aos poucos redacaoespirita https redacaoespirita com br artigo nicotina morte aos poucos .	nicotina	0	7	0	morte	87	91	11	0	-1
nicotina morte aos poucos redacaoespirita https redacaoespirita com br artigo nicotina morte aos poucos .	nicotina	0	7	0	morte	9	13	1	0	-1
como manter o vício em cafeína nesse calor bate café com sorvete .	cafeína	23	29	5	calor	37	41	7	0	-1
cara a minha dependência em cafeína	cafeína	28	34	5	dependência	13	23	3	1	-1
2 dipirona 3 paracetamol e 1 calmante e essa dor num passa pqp .	dipirona	2	9	1	dor	45	47	9	0	-1
2 dipirona 3 paracetamol e 1 calmante e essa dor num passa pqp .	paracetamol	13	23	3	dor	45	47	9	0	-1
eu tenho alergia a dipirona e eu não to em casa	dipirona	19	26	4	alergia	9	15	2	1	-1
nossa amiga minha cabeça parece que vai explodir e a dor de ouvido não passa nem com lidocaína aí eu quase cai de tontura .	lidocaína	85	93	17	dor de ouvido	53	65	540	1	-1
nossa amiga minha cabeça parece que vai explodir e a dor de ouvido não passa nem com lidocaína aí eu quase cai de tontura .	lidocaína	85	93	17	tontura	114	120	23	0	-1
minha mãe está com dor no corpo vou ter q ir no zinco p ela .	zinco	48	52	12	dor	19	21	4	1	-1
eu tomo por conta de ansiedade aí tem receita médica mas rivotril e fluoxetina são bons .	fluoxetina	68	77	13	ansiedade	21	29	5	1	-1
eu tomo por conta de ansiedade aí tem receita médica mas rivotril e fluoxetina são bons .	rivotril	57	64	11	ansiedade	21	29	5	1	-1
almoçando nimesulida p dor d dente .	nimesulida	10	19	1	dor	23	25	3	0	-1
cha de sene bate papo hemorragia	sene	7	10	2	hemorragia	22	31	5	0	-1
vou tomar vacina de alergia depois ir p ns .	vacina	10	15	2	alergia	20	26	4	0	-1
homem não sofre e ainda tem testosterona pra não sentir tanta dor .	testosterona	28	39	6	dor	62	64	11	0	-1
que há diabéticos que não tem alta taxa de glicose no sangue e ficam putos com a confusão de alguns profissionais aprendinoenem .	glicose	43	49	9	confusão	81	88	17	0	-1
queria eu conseguir ficar um dia sem tomar omeprazol to troste c esse tanto de dor .	omeprazol	43	51	8	dor	79	81	15	0	-1
inventaram uma vacina pra alergia pic twitter com isr2wsfols .	vacina	15	20	2	alergia	26	32	4	0	-1
13 tenho alergia a cafeína mas trabalho na starbucks .	cafeína	19	25	4	alergia	9	15	2	1	-1
fui ler sobre como amenizar os sintomas físicos da ansiedade evite cafeína me dei conta que só pela manhã já foram 2 cafés .	cafeína	67	73	11	ansiedade	51	59	9	1	-1
eu tenho alergia a dipirona e isso é horrível ruim demais controlar a dor só com paracetamol .	paracetamol	81	91	16	dor	70	72	13	1	-1
eu tenho alergia a dipirona e isso é horrível ruim demais controlar a dor só com paracetamol .	paracetamol	81	91	16	alergia	9	15	2	1	-1
eu tenho alergia a dipirona e isso é horrível ruim demais controlar a dor só com paracetamol .	dipirona	19	26	4	dor	70	72	13	0	-1
eu tenho alergia a dipirona e isso é horrível ruim demais controlar a dor só com paracetamol .	dipirona	19	26	4	alergia	9	15	2	1	-1
diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	62	68	9	hiperglicemia	80	92	12	0	-1
diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	62	68	9	diabetes mellitus	0	16	16	1	-1
só de pensar em beber já tomo um omeprazol pq se não a dor de estômago do dia seguinte sera pior que a ressaca moral .	omeprazol	33	41	8	dor	55	57	13	0	-1
morro de medo quando eu vejo gente que toma venlafaxina é pesado	venlafaxina	44	54	9	medo	9	12	2	1	-1
omeprazol me salve dessa dor .	omeprazol	0	8	0	dor	25	27	4	0	-1
fluoxetina na veia depressão na cadeia .	fluoxetina	0	9	0	depressão	19	27	3	0	-1
eu fico muito triste sei lá o motivo mano eu choro fico mal troste tomando dipirona pra dor no coração .	dipirona	75	82	15	dor	88	90	17	0	-1
meu sonho é ir pro hospital tomar glicose por estar em coma alcoólico .	pro	15	17	4	coma	55	58	11	0	-1
meu sonho é ir pro hospital tomar glicose por estar em coma alcoólico .	glicose	34	40	7	coma	55	58	11	0	-1
o pq dá febre ou saber se é isolação deve ficar no soro .	soro	51	54	12	febre	8	12	3	1	-1
preciso de uma dipirona ta fodaa essa dor de cabeça mano .	dipirona	15	22	3	dor de cabeça	38	50	11614	0	-1
aquele cheirinho de suor masculino no ar pura testosterona lógico que não aqueles podre a suvaco né vamo saber diferencar amores .	testosterona	46	57	8	suor	20	23	3	1	-1
vei tava tomando polaramine pra eliminar a coceira e dipirona pra eliminar a febre .	polaramine	17	26	3	febre	77	81	13	0	-1
vei tava tomando polaramine pra eliminar a coceira e dipirona pra eliminar a febre .	dipirona	53	60	9	febre	77	81	13	0	-1
nimesulida só da diarreia como efeito colateral e leva uma vida pra gente ficar bem .	nimesulida	0	9	0	diarreia	17	24	3	0	-1
pesquisadores brasileiros desenvolvem vacina capaz de eliminar dependência de cocaína http bit ly 2c8hv4e pic twitter com 12ydx5qqqc .	vacina	38	43	3	dependência	63	73	7	0	-1
quando eu tomava remédio pra ansiedade e anorexia além do litio eu fiquei tão loca do cu que n lembrava se tinha tomado remédio no dia ou n. quando eu vejo que acordei 03 00 da manha cm a glicose no chão e cm muita dor nas pernas pelo tombo eu vejo que fracassei na vida .	glicose	188	194	39	dor	215	217	45	0	-1
quando eu tomava remédio pra ansiedade e anorexia além do litio eu fiquei tão loca do cu que n lembrava se tinha tomado remédio no dia ou n. quando eu vejo que acordei 03 00 da manha cm a glicose no chão e cm muita dor nas pernas pelo tombo eu vejo que fracassei na vida .	glicose	188	194	39	anorexia	41	48	7	1	-1
quando eu tomava remédio pra ansiedade e anorexia além do litio eu fiquei tão loca do cu que n lembrava se tinha tomado remédio no dia ou n. quando eu vejo que acordei 03 00 da manha cm a glicose no chão e cm muita dor nas pernas pelo tombo eu vejo que fracassei na vida .	glicose	188	194	39	ansiedade	29	37	5	1	-1
mais a ansiedade gosta de bromazepam .	bromazepam	26	35	5	ansiedade	7	15	2	1	-1
não viciada de morar na starbucks é que se não ingerir cafeína de manhã tenho enxaqueca .	cafeína	55	61	11	enxaqueca	78	86	15	0	-1
suor de malandro e vitamina pra otario .	vitamina	19	26	4	suor	0	3	0	1	-1
ai vc ja tomou duas dipirona por causa da dor de cabeça mais o sono fala assim pra vc hj n vais dormi cedo n seu lazarento .	dipirona	20	27	5	dor de cabeça	42	54	7412	0	-1
ai vc ja tomou duas dipirona por causa da dor de cabeça mais o sono fala assim pra vc hj n vais dormi cedo n seu lazarento .	dipirona	20	27	5	sono	63	66	14	0	-1
eu falei pra tia regina te dar aquela merda da vacina contra raiva mas parece q ela n me escutou .	vacina contra raiva	47	65	14194	tia	13	15	3	1	-1
nope dor de cabeça sem fim desde sexta já cheguei a acabar com meu ibuprofeno naproxeno e dipirona de tanto que tentei .	ibuprofeno	67	76	14	dor de cabeça	5	17	10879	1	-1
nope dor de cabeça sem fim desde sexta já cheguei a acabar com meu ibuprofeno naproxeno e dipirona de tanto que tentei .	dipirona	90	97	17	dor de cabeça	5	17	10879	1	-1
nope dor de cabeça sem fim desde sexta já cheguei a acabar com meu ibuprofeno naproxeno e dipirona de tanto que tentei .	naproxeno	78	86	15	dor de cabeça	5	17	10879	1	-1
vei tomei vacina nos dois braços que dor .	vacina	10	15	2	dor	37	39	7	0	-1
mas eu adquiri alergia a ibuprofeno camilitu n posso tomar q meus olhos incham ao ponto de n conseguir abrir nem enxergar .	ibuprofeno	25	34	5	alergia	15	21	3	1	-1
eu tava c uma dor insuportável na boca por causa de duas malditas aftas pinguei ibuprofeno e funcionou de vdd jsjsddjdjdjd fiquei boba né .	ibuprofeno	80	89	15	dor	14	16	4	1	-1
ja podemos ter um coma de glicose pic twitter com w7a2i1kyzv .	glicose	26	32	6	coma	18	21	4	1	-1
suor de otário é vitamina pra malandro .	vitamina	17	24	4	suor	0	3	0	1	-1
eu fico só no oxigênio e tomando morfina pra dor https twitter com camallygsolo status 813516665132564484 .	morfina	33	39	7	dor	45	47	9	0	-1
mas sim das próprias reservas do ovo o principal fator a influenciar na dependência materno fetal é o cálcio olhaí decemtai .	fator	49	53	9	dependência	72	82	13	0	-1
mas sim das próprias reservas do ovo o principal fator a influenciar na dependência materno fetal é o cálcio olhaí decemtai .	cálcio	102	107	18	dependência	72	82	13	1	-1
fluoxetina o que é e se emagrece e cura ansiedade http	fluoxetina	0	9	0	ansiedade	40	48	9	0	-1
melhor que loratadina só cerveja pra curar alergia e sinusite .	loratadina	11	20	2	alergia	43	49	7	0	-1
preciso enfiar omeprazol ate no cu porque nao to aguentando mais de dor no estômago .	omeprazol	15	23	2	dor	68	70	12	0	-1
eu amo a dor ardência de bicarbonato de sódio .	bicarbonato de sódio	25	44	12621	dor	9	11	3	1	-1
www eaif org fluoxetina o que e e se emagrece e cura ansiedade .	fluoxetina	13	22	3	ansiedade	53	61	12	0	-1
eu to feliz demais que achei 1 comprimidinho de prednisona eu nao to aguentando de dor e preciso dormirrr .	prednisona	48	57	9	dor	83	85	15	0	-1
eu achava que tinha alergia a as paracetamol e dipirona ai fiz exame e aparentemente n deu qnd tenho dor de cabeça vou .	paracetamol	33	43	7	alergia	20	26	4	1	-1
eu achava que tinha alergia a as paracetamol e dipirona ai fiz exame e aparentemente n deu qnd tenho dor de cabeça vou .	paracetamol	33	43	7	dor de cabeça	101	113	8725	0	-1
eu achava que tinha alergia a as paracetamol e dipirona ai fiz exame e aparentemente n deu qnd tenho dor de cabeça vou .	dipirona	47	54	9	alergia	20	26	4	1	-1
eu achava que tinha alergia a as paracetamol e dipirona ai fiz exame e aparentemente n deu qnd tenho dor de cabeça vou .	dipirona	47	54	9	dor de cabeça	101	113	8725	0	-1
31 cabelin passou a dor de cabeça 22 12 23 40 passou agr tomei um paracetamol	paracetamol	66	76	15	dor de cabeça	20	32	364	1	-1
ninapitanga nimesulida é anti inflamatório né então é ótimo pra dor de garganta toma de 6 em 6 horas .	nimesulida	12	21	1	dor de garganta	64	78	13833	0	-1
ninapitanga nimesulida é anti inflamatório né então é ótimo pra dor de garganta toma de 6 em 6 horas .	anti	25	28	3	dor de garganta	64	78	13833	0	-1
dor no estomago e dor na garganta pantoprazol ou cefalexina ou os dois que será o equivalente á morte súbita .	pantoprazol	34	44	7	dor	18	20	4	1	-1
dor no estomago e dor na garganta pantoprazol ou cefalexina ou os dois que será o equivalente á morte súbita .	pantoprazol	34	44	7	dor	0	2	0	1	-1
dor no estomago e dor na garganta pantoprazol ou cefalexina ou os dois que será o equivalente á morte súbita .	pantoprazol	34	44	7	morte súbita	96	107	107	0	-1
dor no estomago e dor na garganta pantoprazol ou cefalexina ou os dois que será o equivalente á morte súbita .	cefalexina	49	58	9	dor	18	20	4	1	-1
dor no estomago e dor na garganta pantoprazol ou cefalexina ou os dois que será o equivalente á morte súbita .	cefalexina	49	58	9	dor	0	2	0	1	-1
dor no estomago e dor na garganta pantoprazol ou cefalexina ou os dois que será o equivalente á morte súbita .	cefalexina	49	58	9	morte súbita	96	107	107	0	-1
hj é um péssimo dia p qm tem alergia e ta sem loratadina .	loratadina	46	55	12	alergia	29	35	8	1	-1
diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	62	68	9	hiperglicemia	80	92	12	0	-1
diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	62	68	9	diabetes mellitus	0	16	16	1	-1
não vou levar a amorinha pra dar vacina não tá calor demais não vou sair com a bichinha na rua assim .	vacina	33	38	7	calor	47	51	10	0	-1
descobri q tenho alergia à glicerina acordei com a boca maior q da anitta .	glicerina	27	35	5	alergia	17	23	3	1	-1
sei bem como é passei uma semana vivendo de ibuprofeno para diminuir a dor achei que essas porra não iam nascer .	ibuprofeno	44	53	9	dor	71	73	13	0	-1
eu não quero ser uma pessoa q vive a base de omeprazol pra não sentir azia .	omeprazol	45	53	11	azia	70	73	15	0	-1
de ontem pra hoje já foram cinco comprimidos pra melhorar a dor e nada e olha que eu to tomando nimesulida que é mais forte q buscopan .	nimesulida	96	105	20	dor	60	62	11	1	-1
de ontem pra hoje já foram cinco comprimidos pra melhorar a dor e nada e olha que eu to tomando nimesulida que é mais forte q buscopan .	buscopan	126	133	26	dor	60	62	11	1	-1
só de pensar que amanhã é dia da vacina da alergia .	vacina	33	38	8	alergia	43	49	10	0	-1
dor no estômago não a omeprazol que resolva .	omeprazol	22	30	5	dor	0	2	0	1	-1
minha dor de cabeça não foi causada por falta de cafeína pesquisando aqui o que pode ter a causado .	cafeína	49	55	10	dor de cabeça	6	18	10418	1	-1
o óleo de coco virou febre não é meninas mas vocês sabiam que o óleo de rícino também é um potente hidratante http fb me 7domwhkhd .	óleo	2	5	1	febre	21	25	5	0	-1
o óleo de coco virou febre não é meninas mas vocês sabiam que o óleo de rícino também é um potente hidratante http fb me 7domwhkhd .	óleo de rícino	64	77	11041	febre	21	25	5	1	-1
dependência de seres humanos é pior doq qualquer dependência a alcool drogas ou nicotina .	nicotina	80	87	13	dependência	49	59	8	1	-1
dependência de seres humanos é pior doq qualquer dependência a alcool drogas ou nicotina .	nicotina	80	87	13	dependência	0	10	0	1	-1
já tomei remédio pra dor de cabeça a prepa me deu cinegripe e daqui a pouco tenho que tomar um ibuprofeno .	ibuprofeno	95	104	20	dor de cabeça	21	33	9810	1	-1
glicose baixa dá um dor de cabeça que parece pressão alta e um leve desespero .	glicose	0	6	0	dor de cabeça	20	32	9452	0	-1
ba se tiver que ir buscar uns loratadina e mais uns remédio pra dor tamo ai moto táxi toda hora .	loratadina	30	39	7	dor	64	66	13	0	-1
apesar da tristeza da alma por falta de cafeína agora eu já tô melhor mas continua sendo uma morte horrenda .	cafeína	40	46	8	morte	93	97	18	0	-1
com a cara muito inchada pq eu tinha tomado dipirona no dia anterior sem saber q tenho alergia .	dipirona	44	51	9	alergia	87	93	17	0	-1
e minha bênção de final de ano foi descobrir que as minhas crises de enxaqueca são provocadas por abstinência de cafeína .	cafeína	113	119	20	enxaqueca	69	77	14	1	-1
mas eu já fiz tratamento p ansiedade com fluoxetina melhora mto e ainda emagrece kkkk mas n sei se ele vai passar esse agr .	fluoxetina	41	50	8	ansiedade	27	35	6	1	-1
quando se tem dor de dente essa morfina mais forte não parece faze efeito	morfina	32	38	7	dor de dente	14	25	11736	1	-1
uma dor colocar bicarbonato de sódio na afita .	bicarbonato de sódio	16	35	13397	dor	4	6	1	1	-1
dois dipirona de uma vez só pra ver se essa dor passa ou eu morro .	dipirona	5	12	1	dor	44	46	10	0	-1
30 mg de pseudoefedrina não dá nem pro cheiro com toda essa alergia que tenho .	pseudoefedrina	9	22	3	alergia	60	66	12	0	-1
30 mg de pseudoefedrina não dá nem pro cheiro com toda essa alergia que tenho .	pro	35	37	7	alergia	60	66	12	0	-1
glicose é vida que morte terrivel .	glicose	0	6	0	morte	19	23	4	0	-1
minha dor de cabeça passou to um pouco chocada amém ibuprofeno .	ibuprofeno	52	61	10	dor de cabeça	6	18	10419	1	-1
eu tomo lítio risperidona e sertralina quando eu paro abaixa completamente minha imunidade da enxaqueca náuseas .	lítio	8	12	2	enxaqueca	94	102	14	0	-1
eu tomo lítio risperidona e sertralina quando eu paro abaixa completamente minha imunidade da enxaqueca náuseas .	lítio	8	12	2	náuseas	104	110	15	0	-1
eu tomo lítio risperidona e sertralina quando eu paro abaixa completamente minha imunidade da enxaqueca náuseas .	risperidona	14	24	3	enxaqueca	94	102	14	0	-1
eu tomo lítio risperidona e sertralina quando eu paro abaixa completamente minha imunidade da enxaqueca náuseas .	risperidona	14	24	3	náuseas	104	110	15	0	-1
eu tomo lítio risperidona e sertralina quando eu paro abaixa completamente minha imunidade da enxaqueca náuseas .	sertralina	28	37	5	enxaqueca	94	102	14	0	-1
eu tomo lítio risperidona e sertralina quando eu paro abaixa completamente minha imunidade da enxaqueca náuseas .	sertralina	28	37	5	náuseas	104	110	15	0	-1
você nem sonha mas às vezes eu tenho vontade de te encher de ibuprofeno pra você morrer de alergia .	ibuprofeno	61	70	13	alergia	91	97	18	0	-1
diabetes mellitus é uma doença do metabolismo da glicose causada pela falta ou má absorção de insulina hormônio http fb me uxgwr7br .	glicose	49	55	8	diabetes mellitus	0	16	16	1	-1
de preferencia com 20 segundos de sofrimento até se contorcerem de dor explosão de testosterona oitentista .	testosterona	83	94	14	dor	67	69	11	1	-1
sei bem o que é ter dor de estômago toma um omeprazol que agorinha cê tá boa melhoras viu .	omeprazol	44	52	11	dor	20	22	6	1	-1
ja tomei tanto cha com cafeina que a ansiedade ta top .	cafeina	23	29	5	ansiedade	37	45	8	0	-1
se eu tivesse alergia a penicilina a minha vida estaria um estrago e eu seria um vegetal .	penicilina	24	33	5	alergia	14	20	3	1	-1
meu deus calor e ótimo mais trabalhar e um prédio todo de zinco não é facil .	zinco	58	62	12	calor	9	13	2	1	-1
tenho alergia a paracetamol possivelmente conseguiria .	paracetamol	16	26	3	alergia	6	12	1	1	-1
a mulher é tão retardada que ela toma vários paracetamol sem ao menos estar sentindo dor .	paracetamol	45	55	9	dor	85	87	15	0	-1
alexandre2011new muito frio nada o próprio suor é o calor que gera aquela dopamina que aquece ceret bai pic twitter com csjke0advh .	dopamina	74	81	13	suor	43	46	6	1	-1
alexandre2011new muito frio nada o próprio suor é o calor que gera aquela dopamina que aquece ceret bai pic twitter com csjke0advh .	dopamina	74	81	13	calor	52	56	9	1	-1
eu tenho alergia a dipirona maior parte dos remédios	dipirona	19	26	4	alergia	9	15	2	1	-1
inventei de passar óleo de ricino nos cílios pra crescer sa bosta e me deu alergia vsf .	óleo	19	22	3	alergia	75	81	15	0	-1
abençoada seja essa fluoxetina que reagiu muito bem em mim e consequentemente na minha querida ou nem tão querida depressão rs .	fluoxetina	20	29	3	depressão	114	122	19	0	-1
q dor de cabeça mds e nem posso tomar dipirona pq tenho alergia .	dipirona	38	45	9	alergia	56	62	12	0	-1
q dor de cabeça mds e nem posso tomar dipirona pq tenho alergia .	dipirona	38	45	9	dor de cabeça	2	14	11686	1	-1
olha pra minha cara de 6 quimioterapia 5 atg 15 dias de amicacina entre a vida e a morte querer ver alguem morrer sos .	amicacina	56	64	12	morte	83	87	18	0	-1
fui ler sobre piracetam efeitos colaterais ansiedade e insônia mas eu tomo um negócio eu passo 1 semana sem dormir fácil .	piracetam	14	22	3	insônia	55	61	8	0	-1
fui ler sobre piracetam efeitos colaterais ansiedade e insônia mas eu tomo um negócio eu passo 1 semana sem dormir fácil .	piracetam	14	22	3	ansiedade	43	51	6	0	-1
thiegonovais menino vai matar todo mundo de ansiedade ou o quê minha sertralina já venceu aqui caraiooooooooo .	sertralina	69	78	12	ansiedade	44	52	7	1	-1
mais tarde vc vai ficar gordo com colesterol diabetes glicose alta pedras na visicula	glicose	54	60	9	diabetes	45	52	8	1	-1
esses tempos tive azia queimação forte todo dia me indicaram omeprazol é bom mesmo mano a azia passou antes de eu começar a tomar .	omeprazol	61	69	10	azia	90	93	16	0	-1
esses tempos tive azia queimação forte todo dia me indicaram omeprazol é bom mesmo mano a azia passou antes de eu começar a tomar .	omeprazol	61	69	10	azia	18	21	3	1	-1
eu tenho alergia a dipirona não posso tomar vários remédios .	dipirona	19	26	4	alergia	9	15	2	1	-1
como pegar um velho babão enrugado e com disfunção erétil estomago e citrato de sildenafila https twitter com sofimagal status 732259786746630148 .	sildenafila	80	90	14	disfunção erétil	41	56	56	1	-1
tamoxifeno para acne	tamoxifeno	0	9	0	acne	16	19	2	0	-1
dois ibuprofeno e n adiantou nada q raiva .	ibuprofeno	5	14	1	raiva	36	40	7	0	-1
q dor de cabeça pelo amor de deus alguém tem um paracetamol .	paracetamol	48	58	11	dor de cabeça	2	14	11687	1	-1
alguém aí pediu um combo de max glicose com diarreia http fb me 4msur8sb7 .	glicose	32	38	7	diarreia	44	51	9	0	-1
nicotina pra aliviar ansiedade .	nicotina	0	7	0	ansiedade	21	29	3	0	-1
ele ok então compra nimesulida pra antiinflamatório e dipirona pra febre .	nimesulida	20	29	4	febre	67	71	10	0	-1
ele ok então compra nimesulida pra antiinflamatório e dipirona pra febre .	dipirona	54	61	8	febre	67	71	10	0	-1
ficar com essa dor de cabeça e espirrando não aguento mais loratadina dorflex já estão acabando .	loratadina	59	68	11	dor de cabeça	15	27	9205	1	-1
ficar com essa dor de cabeça e espirrando não aguento mais loratadina dorflex já estão acabando .	dorflex	70	76	12	dor de cabeça	15	27	9205	1	-1
que merda ter q sair de casa nessa chuva só p tomar vacina da alergia .	vacina	52	57	12	alergia	62	68	14	0	-1
