Index	Tweet
2814	lanakaticputz kkkkk eu passei mal agr a tarde parece q foi a glicose q ficou baixa dor de cabeça danada mais agr to bem .
2815	lari tô com dor na garganta nico toma omeprazol lari tudo agora pra vc é omeprazol nico omeprazol é vida .
2816	lariandradee e toma dipirona p febre q passa rapido .
2817	lawrabastos ou fiz um tratamento com um remédio tipo omeprazol mas mais potente e nunca mais tive azia foi odin em minha vida .
2818	leanlelefmc gc bbb 50tonsdeclara ela conseguiu controlar e nem o nome sabe ela tá em coma alcoolico irá toma glicose amanhã .
2819	lebllack fora a benzetacil eu to tomando a amoxicilina nimesulida e outro p febre boatos q é dps d três dias p melhorar to no aguardo .
2820	lecocteau então minha dor de garganta passou sozinha a tosse que tava mal mas quando eu tenho forte eu tomo nimesulida .
2821	lee chaerin rainha da testosterona lésbica até a morte poliglota pornozao líder das ropa curta pic twitter com 3pvn3bagru .
2822	legal é você tomar um antibiótico que prejudica o estômago mesmo tomando omeprazol e afins a dor é tanta vc http fb me 8pwzkrozm .
2823	legal que ser gordo é sempre doença mas magro com 500 de colesterol 3000 de triglicerídeo glicose 70000 tá ok .
2824	lembra muito o nome de uma doença causada por excesso de glicose kkkk .
2825	lembrar de azitromicina nao e bom garganta inflamada febre de 42 graus graças a deus faz tempo que nao fico mal .
2826	lembrei do uso dos efeitos no lençol da cama o cheiro é psico ativo suor que derrama sua pele excita dopamina quero alta dosagem .
2827	lembrei do uso dos efeitos no lençol da cama o cheiro é psicoativo suor que derrama sua pele excita dopamina http fb me 5lghdbutb .
2828	lembrei do uso dos efeitos no lençol da cama o cheiro é psicoativo suor que derrama sua pele excita dopamina http fb me 7d8vnh92d .
2829	lembrei do uso dos efeitos no lençol da cama o cheiro é psicoativo suor que derrama sua pele excita dopamina http fb me 7dxt2cg8k .
2830	lembrei q faz 2 semanas q n tomo minha vitamina d a morte .
2831	lembro do uso dos efeitos do lençol na cama o cheiro é psicoativo suor que derrama sua pele excita dopamina http fb me 1xi8t6upx .
2832	lembro do uso dos efeitos no lençol da cama o cheiro é pscicoativo o suor que derrama sua pele excita dopamina quero alta dosagem .
2833	lembro do uso dos efeitos no lençol da cama o cheiro é psicoativo suor que derrama sua pele excita dopamina http fb me tllg39jd .
2834	lembro do uso dos efeitos no lençol da cama o cheiro é psicoativo suor que derrama sua pele excita dopamina quero alta dosagem .
2835	lendo a bula do remédio que o médico de deu para dor de garganta betametasona agora faz sentido essa fome obrigado corticóide .
2836	leonardo está só a nicotina suor e lágrimas neste dia .
2837	let tem uma vacina q eu tomo p evitar essa alergia de primavera é mt boa .
2838	leticia ansiedade omeprazol engraçadona n vou tenho facul keria star morta psicopatia exatas melhor q humanas veranomtv2016 fifth harmony .
2839	leticia lcoelho bicarbonato de sódio tb é uma excelente dica inclusive para azia .
2840	letícia se tem que vacina contra raiva .
2841	levei meus filhotes pra tomar vacina já to chorando desde agora só de pensar que eles podem ter febre .
2842	levei minha dog pra tomar a vacina de raiva e quase morro derretido com esse calor pic twitter com ru5i0fp4pt .
2843	levei sim mas como era vitamina deu mt problema só uma dor de barriga msm .
2844	levi oe eren a paciência ficou no útero mal humorado baixinho da turma esqueceu de tomar a vacina da raiva pic twitter com kzsnuqmqlg .
2845	levo omeprazol na bolsa nao tiro nunca qualquer coisa ja ataca dor no estomago .
2846	levy tá todo enjoado por causa da vacina e com esse calor só piora .
2847	lidocaina em pomada ajuda pra dor .
2848	lidocaína tópica pode ajudar os bebés na dor causada pelas vacinas https goo gl yyjih4 .
2849	ligadoemserie cêis para com isso desse jeito não fluoxetina que dê conta da minha ansiedade kkk .
2850	liiz buarque pondera pra depressão e ansiedade e zolpidem pra insônia .
2851	likepolemics ta bem caro da dipirona e nimesulida esse último é antiflamatorio tira um pouco a dor .
2852	lili depois disso tudo vai ter que tomar muito tarja preta né propofol eu acho que alivia a dor de tanta loucura totalmentedemais .
2853	lista de compras pro natal uso oral 1 ibuprofeno 400 mg 20cp tomar 01cp de 08 08h se dor .
2854	liviasalves se for dor pantoprazol 20 mg 1x dia em jejum se for desconforto gaviscon resolve .
2855	liviazasou toma antibiótico associado a um antiinflamatório e a dipirona é caso haja febre .
2856	livro a herdeira da morte escrito pela autora melinda salisbury portal vitamina http bit ly 2hib7pe .
2857	ljlfs meio distruido de porrada fedendo a testosterona e suor isso mesmo .
2858	lógico que vou mas juro a depressão meio que curou mesmo mas a sertralina da um dreno e fico ansioso é foda mas já q melhoro sz .
2859	logo uma viciada em nicotina como vc portando essa alergia .
2860	loka n faz isso remédio faz mal o meu inchava e eu n conseguia comer nada toma omeprazol toda vez q sentir dor eu fiz até .
2861	loneliestbby nossa eu tomo fluoxetina olha gente que lindo tenho depressao plha gente sou bipolar .
2862	loratadina amo tira a coceira na garganta ouvido rosto odeio me dá muita dor de cabeça .
2863	loratadina é minha morte pqp eu dormi o dia todo literalmente .
2864	loratadina minha mãe que mandou tomar acho q é p alergia .
2865	lorazepam nossa q ansiedade é essa .
2866	lorrhanlisboa a maioria dos alimentos na vdd e se tem baixo nível de glicose ce fica com hipoglicemia ótima dica pra início da morte .
2867	lu toma nimesulida melhor coisa pra tirar a dor .
2868	lua tem alergia a penicilina que nem eu duas bixada .
2869	luanafriedrich1 se dipirona fisesse colica sumir a mulherada seria tao feliz .
2870	luaoreis tome 1cp de nimesulida a cada 8h vai aliviar a dor e a inflamação .
2871	lubatv verdade tava com alergia a nimesulida e fiquei parecendo um avatar esse negócio de alergia deixa a gente meio cosplay .
2872	lucas a luiza deram uma injeçao de morfina na minha cólica aparecendo aqui em casa amo esses putos .
2873	lucas03120 dor de cabeça dor no corpo glicose alta que vida .
2874	lucasfumega13 bupropiona kkkkkk é usado mais p quem para de fumar para controlar a ansiedade no meu caso para perder peso kkkkkkk .
2875	luccasarj eu to tomando dois diclofenaco e cefalexina os dois ajudaram p caramba na dor .
2876	luccolatraspa ja ouvi falar desse sene eu tomo chá de hibisco é o gosto da morte disfarçado .
2877	luistebosa à 20 anos que tomo omeprazol já não sei o que é azia mas sei bem o que é ser fraco .
2878	lukasmello na real n se toma medicação tem que esperar passar mas o antiflamatório p aliviar a dor o meu é meloxicam torcilax passa tb .
2879	luscas wolfievadia tem gente precisando inalar oxitocina p ser mais sensível ou fazer terapia maldade é uma doença e vai ter mais mimo .
2880	maconha é o melhor remédio pra cólica real oficial pena que no momento eu só tenho ibuprofeno mesmo .
2881	madito exame de alergia ter que passar a tarde inteira no consultório .
2882	madrugada resumida em 2 cápsulas de ibuprofeno nada da cólica melhorar desespero melhora depois de horas .
2883	mãe compra o remédio com ibuprofeno pq com dipirona não passa a dor ta certo e ela trouxe o de dipirona .
2884	mãe disse que era pra eu tomar ibuprofeno quando der febre aí não tem esse negocio aí não .
2885	mãe eu tenho alergia a ibiprofeno também não menino só a dipirona não criei filho pra ser alérgico a mais de um remédio .
2886	mae me diz uns remédio aí pra febre ah dorflex tylenol pode ser tbm um nimesulida ou até mesmo vergonha na cara .
2887	magnésio e zinco em depressão http fb me 5iu2ljban .
2888	mainha disse para eu tomar vacina contra raiva mal sabe ela que vou virar o raiva do divertida mente .
2889	maior agradecimento da vida não ter alergia de nada que não seja dipirona ou lã .
2890	maior dor de cabeça vou acabar com a dipirona como sempre pelo menos melhoro e capoto logo .
2891	mais 15 min ouvindo isso e eu vou precisar tomar fluoxetina para a depressão .
2892	mais estresse mais agressividade mais quetiapina muito sono licença no trabalho até q não foi ruim rs bipolaridade .
2893	mais tarde vc vai ficar gordo com colesterol diabetes glicose alta pedras na visicula biliar dor lombar pressão alta bad .
2894	mais tipo antes disso eu tomava nimesulida ou algum remédio pra dor .
2895	mais um dia tendo que decidir entre ficar acordada morrendo de dor ou dormir 873485345 horas dopada de ibuprofeno .
2896	mais um final de semana na ansiedade e eu não sei se ainda terei estômago to vivendo de omeprazol .
2897	maislidas pesquisadores do brasil criam vacina capaz de eliminar dependência de cocaína http bit ly 2c8hv4e pic twitter com jagrhc4922 .
2898	mal sai de uma gripe e dor de cabeça de 4 dias e já entro numa cólica cavernal que nem tomando morfina resolve .
2899	maldita testosterona por quê culpa da testosterona que pode provocar a morte ou a redução das células capilares https twitter com revistasuper status 745798761776095232 .
2900	maluco ja ta me batendo ansiedade de pensar q eu vo ter q fazer desintoxicação da fluoxetina pra começar outro antidepressivo .
2901	mamãe lucas ta com a testosterona alta o que é isso o hormônio da piroca ta em erupção esse garoto vive com calor .
2902	mandaram passar neomicina bepantol desbota a tattoo mas a coceira ja passou .
2903	mandei mais 3 mg de betametasona pra dentro acho que não vai adiantar muito mas pelo menos diminui a dor .
2904	mandjer toma hidróxido de alumínio é imbatível mas só em último caso quando a dor tá foda .
2905	manejo escalonado de medicamentos para hemorragia obstétrica oxitocina ergonovina carbetocina https twitter com aprendegineco status 712134602110840832 .
2906	mano essa vacina ta doendo dms puta que me pariu o cara vacinou com uma arma a minha veia so pode pq ta uma dor do caralho .
2907	mano esse me deixa com gosto horrível na boca fora o enjôo pq ele é forte e to sem pantoprazol .
2908	mano eu odeio ter alergia a dipirona vai tomar no cu .
2909	mano eu tive o q ajuda mt fazer uma pasta c bicarbonato de sódio p diminuir o inchaço fica deitadinha e bebe água melhoras .
2910	mano eu to tomando fluoxetina pq tá foda eu vou morrer se for o daryl eu vou entrar em coma .
2911	mano fui tomar remédio de dor de cabeça e tomei cefalexina antibiótico cara minha mãe ficou puta pq eu tomei o remédio erraso .
2912	mano ja tomei 3 dipirona e mha cólica n passa .
2913	mano nimesulida causa falência nos rins boa sorte e boa morte .
2914	mano odeio tomar dipirona quando tô com febre porque tô com frio quando começa a fazer efeito me dá um calor que meu deus .
2915	mano q azia eh essa nem com 187728481 eno s e ranitidina resolvendo .
2916	mano quando to com raiva só o cigarro me deixa tranquila então me deixa em paz pq vc nn tem nicotina .
2917	mano que dor de cabeça sinto que vou morrer isso que dá falta de cafeína no organismo .
2918	mano que dor vou até deitar .
2919	mano ta tendo ensaio agora eu to tremendo de nervosa de sono de ansiedade de ter tomado muita cafeína de raiva .
2920	mano to chorando de tanta dor isso nunca aconteceu .
2921	mano tomei 2 dois buscopan composto e a colica ja voltou vou tomar 500 mg de ibuprofeno ngm me segura .
2922	mano tomei a merda da injeção q dói mais q a vacina de 15 anos e a porra da alergia n vai embora .
2923	mano uma cena que vi no teu insta a cafeína reduz a depressão .
2924	mano uma vez eu tive um coma alcoólico e tomei 2 litros de soro com glicose quando acordei me deram um saquinho desse .
2925	mantendo os cuidados em casa a nicotina do cigarro é uma substância causadora de dependência https www instagram com p bmv4i4eb35a .
2926	marcela tem alergia a escola a vacina só dura 3 meses .
2927	marciaalmeida 3 ishe sei oq e isso a minha dor só passa com ranitidina .
2928	mario ssantiago tomei nimesulida pra dor de garganta será q é amplo espectro .
2929	mas a sertralina aumentou minha auto estima e reduziu bem a ansiedade e insônia .
2930	mas aí se der dor de estômago vc pode tomar ranitidina ou omeprazol .
2931	mas amém exo eu tenho alergia a dipirona https twitter com ooiestranho status 760230330833960965 .
2932	mas dá lhe paroxetina pra desbloquear toda a minha ansiedade social e me permitir ter coragem de escrever besteiras pra todo mundo ler .
2933	mas é doença vc não se sentiria assim se seus níveis d glicose estivessem altos tem q ter paciência e tratar com carinho .
2934	mas é remédio mesmo que quero é que omeprazol não vai tirar dor agora .
2935	mas está calmo demais tem doping aí diazepam não foi pq causa confusão mental deve ter sido o propranolol mesmo .
2936	mas eu adquiri alergia a ibuprofeno camilitu n posso tomar q meus olhos incham ao ponto de n conseguir abrir nem enxergar .
2937	mas eu já fiz tratamento p ansiedade com fluoxetina melhora mto e ainda emagrece kkkk mas n sei se ele vai passar esse agr .
2938	mas eu nao consigo seguir a dieta que a medica passou aquela mulher quer q eu coma demais .
2939	mas eu não tenho uma raiva assim das pessoas uma falta de empatia parece que ta relacionado ao rivotril prozac lexotan fluoxetina seila .
2940	mas eu tava pela beira da morte do cansaço já tinha tomado 3 ibuprofeno pra aliviar a dor da perna porém drogada de sono né .
2941	mas faz mt mal amore pode nao te afetar agora mas ibuprofeno fode com todo organismo cuidado viu e melhoras com a colica .
2942	mas foi loko que a febre abaixou algumas horas depois que eu tomei o ibuprofeno no dia e não subiu mais .
2943	mas gente um dramin um vonau e dois omeprazol e nada dessa dor passar que que eu faço .
2944	mas n foi o que aconteceu ele n encaminhou passou fluoxetina pra ansiedade dela e tals mas sabe ela precisa de um profissional pra .
2945	mas não eu sou burra e tomo 5 litros de suco de laranja quando tô morrendo de dor de estômago oq seria de mim sem omeprazol .
2946	mas não há nenhum motivo para se ir ao su porque se tem uma febre e dores que passam com paracetamol ou ibuprofeno enfim .
2947	mas nem o paracetamol me derrubou hoje ansiedade bombando sos .
2948	más notícias minha vacina deu alergia e fiquei que nem tramitas resultado quase morri pic twitter com sro8cyvsho .
2949	mas o auge da semana foi a guria falando que ia tomar fluoxetina pra comer menos e não ter ansiedade até o show do iron hahaha .
2950	mas o bom mesmo pra enxaqueca é o topiramato ou então depakote er .
2951	mas o cara que merece um prêmio mesmo é aquele inventor do omeprazol ainda mais depois da quantidade de pastéis que comi hoje azia é pouco .
2952	mas omeprazol pode causar dor de cabeça e é pra gastrite não anyway tomar muito líquido e comer banana ajuda nessas horas rs .
2953	mas pensa comigo se já começar com esse já sene dor pra caralho e os outros serão super fáceis .
2954	mas quando o nene fica doente procura uma farmácia de plantão o farmacêutico passa tylenol o nene tem alergia dipirona tem só adulto é azed .
2955	mas que depressão vai uma cafeína .
2956	mas se deus quiser essa dependência da prednisona vai acabar não aguento mais .
2957	mas sério com azia peguei omeprazol e pra engolir só tinha cerveja q continuei tomando pq tá boa e a vida .
2958	mas sim das próprias reservas do ovo o principal fator a influenciar na dependência materno fetal é o cálcio olhaí decemtai .
2959	mas tenta comprar uma vit c zinco sem ser efervecente o gás dele causa um desconforto bem chato .
2960	mas to com cólica e quero tomar dipirona mas se eu tomar vai cair minha pressão de novo .
2961	mas tomei dipirona e agora passou porém tô sentindo uma azia desgraçada .
2962	mas tu nasceres c falta de testosterona sendo homem é uma anomalia n é algo propriamente natural n qero chamar doença tho .
2963	mastiguei um dipirona pra ver se a dor some .
2964	mateus sls me deu azia vou até na h pharma comprar um omeprazol .
2965	matheusfracari omeprazol 20 ou 40 mg teus pais devem ter quase todos os coroas tomam pra azia e refluxo aí melhora rapidão .
2966	mato grosso estoque de vacina para raiva humana está baixo no estado http fb me 5xhweph4k .
2967	matryoska o gosto da morte deve ser parecido com aquela glicose .
2968	matryoska rach sei que não é sua especialidade mas tô encucada fui no hospital com dor de cabeça médico deu dipirona iv grávida pode .
2969	maym não mas vai aliviar a dor e o incômodo até vc ir no médico o que passa a infecção é antibiótico qdo eu tive tomei cefalexina .
2970	mazzitah foi não tô tomando ritalina pq to na semana de provas vitamina eu tomo sempre e o propranolol é p tirar a sensação de ansiedade .
2971	mba em agitação melhores comentários alto nível de oxitocina nesse perfil .
2972	mds do céu dor sem parar desde meio dia com dois remédios atolados de cafeína e paracetamol e não sai affffff .
2973	mds do céu essa vacina ta doendo pra caralho e eu to com uma cólica do demonio quero morte .
2974	mds q colica algm me apresenta um traficante de morfina pff .
2975	mds que dor de estômago e eu ja tomei omeprazol .
2976	mds que dor desgraçada essa preciso de hidróxido de alumínio .
2977	mds tenho alergia a dipirona o que será da minha vida agora .
2978	mdsssss q dor de cabeça dois paracetamol e ainda nada de passar so fica pior .
2979	me aplicaram um vacina pqp deu uma coceira de 1minuto no corpo kkkkkk .
2980	me contorcendo de cólica aqui e pensando se é chegada a hora da morte .
2981	me dá um comprimido pra dor um comprimido é muito então me vê metadona .
2982	me dá uma dor tão grande no coração quando eu vejo minha mãe fazendo teste de glicose .
2983	me dando tipo uma boa dose de morfina pra passar essa cólica .
2984	me deixa muito louca por causa da cafeína mas minha enxaqueca passa em menos de 5 min .
2985	me deram omeprazol agora tomara que essa dor passe .
2986	me deu mais náusea que a glicose .
2987	me deu tontura do nada to com medo espero q n de nada d no meu exame principalmente glicose alta e anemia ne .
2988	me dopando de nimesulida por motivos de cólica não aguento mais .
2989	me entupindo de hidróxido de alumínio e omeprazol e essa porra de dor não passa .
2990	me entupindo de paracetamol por causa dessa cólica do capeta .
2991	me falaram que a dor que estou sentindo nos rins é por causa da nicotina valeeeeu cigarro enriqueci sua empresa pra isso seu lixo fdp .
2992	me indiquem remédio pra ânsia náusea que não da sono além de bromoprida .
2993	me intupi de dipirona não aguento mais de dor .
2994	me livrei da dependência da nimesulida .
2995	me mostrou um video onde um medico diz q omeprazol faz mal mas foi a única coisa q fez a dor do meu estômago sumir .
2996	mebendazol sintomas insônia coceira anal tratado na psiquiatria com clonazepan jornalnacional showdavidapic twitter com i1doqlote0 .
2997	med2 0 remédios para a acne e aparelho podem causar cárie a isotretinoína sempre foi muito usada para comb http bit ly 2aixljl .
2998	médico histórico de doença eu avó e pai diabéticos médico vc já é pré diabéticooooo exame glicose 79 mg dl pic twitter com qgwkhbzkrz .
2999	médicos alertam a mistura de sertralina e álcool pois não só pode levar a pessoa ao coma ou ter lesões cerebrais irreversíveis e a morte .
3000	médicos alertam ainda mais a mistura de sertralina e álcool pois não só pode levar a pessoa ao coma ou ter lesões cerebrais irreversíveis .
3001	melhor combo da vida ibuprofeno protetor auricular quarto escuro espero não te ver de manhã enxaqueca .
3002	melhor combo que vocês respeitam anis camomila sálvia e um nimesulida de acompanhamento uma bolsa de água quente pra cólica .
3003	melhor comprar carvão ativado é bem mais barato pigmentação melhor e não corre risco de alergia qualquer farmácia tem .
3004	melhor que loratadina só cerveja pra curar alergia e sinusite .
3005	melhor remedio pra dor de cabeça no mundo eh o cefalium ou naratriptana passa em minutos pessoascomressacadecarnaval kkkkkkkkkkkkkkkkkkk .
3006	melhor sentir dor de glicose por ressaca de que senti dor de amor não correspondido sextacomoclubesdv .
3007	melhor tateane do mundo minha nossa senhora da sertralina que controle minha ansiedade .
3008	melhora a azia e combate espinhas veja como usar o bicarbonato de sódio fora da culinária https goo gl fb bo0ags .
3009	melhoras miiga toma omeprazol se for dor no estômago .
3010	melhoras para sua dor cuide bem de você bom dia que sua dor possa ir embora omeprazol em jejum ajuda bem https twitter com nan bicalho status 769101311178575872 .
3011	melhoras pede pro medico dar remedio de enxaqueca com cafeína pra ela os outros demoram um pouco pra agir .
3012	melhorei da febre graças a deus estou a base de vitamina c. mellocollela fer minha linda tomar um banho e tomar dipirona e não se cubra com coberta q logo a febre passa ta te amo fica bem .
3013	meloxicam parou a dor .
3014	menina as vezes eu fico c inveja desse povo que tem doença tipo ai tenho alergia a paracetamol acho tão chique af .
3015	menina eu já tomei dois dipirona e nada dessa dor de cabeça passar .
3016	menina ibuprofeno é tipo xarope da mae do cris serve pra quase tudo dor de cabeça garganta calculo renal febre .
3017	menina tomei um desses buscofen faz 1 hora e continuo com cólica dipirona já cansei de tomar .
3018	meninabeu bebi uma dose de tequila aqui que nem uma caixa inteira de pantoprazol vai tirar a dor mais tarde .
3019	meninama6 ah fiquei passando mal sábado e domingo com uma dor de estomago nada que um omeprazol não resolva no mais de boa .
3020	meninas com alergia a nicotina andando em sp favor me add pic twitter com lgg2jkk616 .
3021	meninas que a cólica só passa quando toma 2 ibuprofeno .
3022	meninas que estão com febre me emprestem seus paracetamol .
3023	meninas que são miss enxaqueca e vivem a base de ibuprofeno me add .
3024	meninas que tomam amoxicilina e depois tomam paracetamol sem saber se pode misturar e a ansiedade diz que você vai morrer me add .
3025	meninas que tomam café e tem crise de ansiedade por causa da cafeína .
3026	menino minha dentista passou ibuprofeno 600 mg de 8 em 8 horas e é magico é baratinho ve se tu compra e alivia dor inchaço .
3027	meninogabs se for p estômago toma omeprazol em jejum minha gastro passou um remedinho natural p ansiedade pq minha dor de estômago eh .
3028	meninojedi hsuahsuahsua o nome disso é ansiedade só resolve com 20 mg de fluoxetina d. meninos marrentos parrudos que estão na flor do excesso de testosterona que dão murro em parede na hora da raiva http fb me 7pp2tg3pt .
3029	menó esqueci que tenho alergia a dipirona e tomei agora tô passando mal .
3030	menos mal que minhas crises de abstinência de nicotina se resumem a fome muita e sono de dia pq de noite é crise de ansiedade 48h .
3031	mentira é só falta de serotonina e dopamina coma um chocolate e tome um café já já passa https twitter com vocenaosabiaq status 795801807490523136 .
3032	mentira toma dipirona qnd estiver com cólica você quase morre vomitando .
3033	mesmo tomando fluoxetina tive uma crise de ansiedade .
3034	meta de vida tomar 42 copos de café e ter uma overdose de cafeína com risco de morte .
3035	metade dos brasileiros com diabetes não sabe que tem a doença o aparelho serve para testar a glicose no sang http bit ly 291t8oh .
3036	metformina associada a menor risco de doença neurodegenerativa http fb me 7ud8hy2am .
3037	metformina associada a menor risco de doença neurodegenerativa nova orleans uma nova pesquisa https www instagram com p blv5xvig6aj .
3038	metformina é barato tira a fome e da im enjoo miar fica muuito mais fácil .
3039	meti 40 gotas de novalgina e um comprimido nimesulida de 100 mg ou eu morro ou acabo com essa dor de uma vez kkkkkkkkkkkkkkk mancando de ré .
3040	meu amigo a azia deixou de me acompanhar desde que há 15 anos comecei a tomar omeprazol .
3041	meu cabelo fica maravilhoso com glicerina eu tenho alergia .
3042	meu cérebro está clamando por açúcar glicose acima do normal doce até dar dor de cabeça e depois aquela sede infindável .
3043	meu chefe tem uma alergia respiratória forte e toma vacina todo ano parece que funciona .
3044	meu colesterol e glicose estão perfeitos isso me deixa triste tô longe da morte .
3045	meu creme anti acne provocou ainda mais acne na minha cara isso é a polêmica da vacina all over again .
3046	meu deus a dor nas costas hoje is not on the comic book kd meu ibuprofeno .
3047	meu deus calor e ótimo mais trabalhar e um prédio todo de zinco não é facil .
3048	meu deus comemoração de jogador de vôlei eh aquela coisa cheia de testosterona cara séria de raiva grito eu honestamente n entendo .
3049	meu deus eu vou ter q tomar meio litro de morfina pra curar a ansiedade q eu to pro jogo gothunder .
3050	meu deus preciso começar a tomar fluoxetina se não vou entrar em depressão .
3051	meu deus q fome q sede q dor de barriga e vontade de tomar omeprazol .
3052	meu deus que cólica é esse me arruma uma morfina .
3053	meu deus que dor no estômago não aguento mais tomar omeprazol .
3054	meu deus que dor no estomago tomei omeprazol e nada ta cada dia pior .
3055	meu deus que morte horrível a ressecada da quetiapina .
3056	meu deus tenho metade de um dia e mais um dia de férias segunda meus níveis de dopamina diminuem e a depressão volta .
3057	meu deusssss eu tenho alergia a paracetamol por isso tô toda empolada .
3058	meu diagnóstico de depressão foi baseado em 10 min de conversa o médico não perguntou se eu tinha tendências suicidas e receitou fluoxetina .
3059	meu estomago é todo zoado se eu fico de 3 horas sem comer começa a me dar azia tbem vc toma omeprazol .
3060	meu estomago ja eh fodido ai me da umas dor absurda eu tomo nimesulida ai fode mais .
3061	meu estomago ta retocendo de fome mas tenho que esperar o omeprazol ser absorvido pq é aquele ditado to cheia das doença .
3062	meu irmao acabou de dizer q glicose é uma doença de gordo akakkaakakakakkakakakakaka socorro .
3063	meu loratadina acabou e eu to quase morrendo de tanto espirrar espero que não dê dor de ouvido pq se der eu tô é lascada .
3064	meu médico me tira o rivotril que funcionava e me dá esse zolpidem que só dá depressão sono mesmo nada .
3065	meu medo de pegar caxumba eh tão grande que começa a me dar dor de garganta eu já tomo 20 comprimido de nimesulida .
3066	meu natal foi basicamente gripe febre sem cessar siso nascendo queda de glicose desmaio vômito entre outros nao esperava menos de 2016 .
3067	meu omeprazol acabou e eu não fui buscar ja to até sentindo dor de estômago .
3068	meu organismo reage 100 bem ao ibuprofeno qualquer mísera dor que eu tiver me dá ibuprofeno que passa .
3069	meu pai disse que se a azitromicina não fez a dor de garganta passar eu vou ter que tomar benzetacil to triste .
3070	meu pai do céu que dor no braço da vacina .
3071	meu pai doente eu descontrolando a glicose sentindo a morte me rondando .
3072	meu pai fez café pra mim pq ele acha que a minha dor de cabeça é por falta de cafeina .
3073	meu pai me deu chocolates e uma caixa de omeprazol nesse dia dos namorados isso que é presente ele bem sabe a dor de uma azia .
3074	meu pai me deu remédio com cafeína no lugar de remédio p dor de cabeça puta que pariu .
3075	meu pai qq eu posso trazer pra acabar com sua cólica morfina .
3076	meu pai teve que tomar morfina pra passar a dor da cólica de rins assim parece que as que eu tenho são carinho .
3077	meu paizinho ta com cólica de rim ele chegou a tomar ate morfina eu consigo nem olhar pra ele qnd ele ta assim tadinho .
3078	meu paracetamol acabou e eu estou cheia de cólica tnc né .
3079	meu personal mandou eu tomar algo com alto índice de cafeína antes de ir malhar tomei um copo de coca cola depressao sabadocomoclubesdv .
3080	meu psiquiatra me recomendou fluoxetina para depressão e nossa me dá aquele vazio bizaaaarro no meu peito .
3081	meu remédio favorito pra dor na garganta é ibuprofeno 600 mg me traz alívio e paz interior .
3082	meu remédio pra ansiedade eu chamo de omeprazol pq neh gastrite nervosa eh assim gente .
3083	meu remédio pra cólica acabou agora eu vou ter que tomar um envelope de dipirona .
3084	meu remédio pra dor de cabeça tem cafeína seria isso um problema .
3085	meu remédio pra enxaqueca tem cafeína é só tomar ele e adeus conseguir dormir ou sossegar .
3086	meu remédio tem cafeína ja djaojdsoso é q é enxaqueca mas vlwww .
3087	meu resumo sobre drogas ta quase um quase todas aumentam a dopamina no núcleo acumbens causando dependência e manda lá um benzodiazepínico .
3088	meu rosto ainda esta muito inchado e sinto muita dor ainda não consigo comer nada to na base de soro com glicose .
3089	meu sábado foi bosta tive casamento mas não aguentava de dor de garganta .
3090	meu salário de dezembro vai ser lindo como não é há cerca de 2 anos sou apenas gratidão à paroxetina e à terapia pela ansiedade controlada .
3091	meu sangue chega até a ferver glicose vai lá em cima isso tudo por causa de raiva .
3092	meu sonho é ir pro hospital tomar glicose por estar em coma alcoólico .
3093	meu sonho pra 2017 é tomar a vacina dessa merda de alergia .
3094	meu suor fede a cafeína cara .
3095	meu tio está em coma pro causa da diabetes e dão lição de moral em mim que tenho a glicose melhor do que geral nessa casa .
3096	meu tipo de superação é a base de jesus pq eu mesma n supero nem a vez q tomei mt dipirona e fiquei c alergia .
3097	meus níveis de dopamina e serotonina estão baixos vamos passar os próximos dias sem auto estima e na depressão sim .
3098	meus olhos estão mega inchados não sei se de chorar ou alergia ao remédio que tomei que tinha dipirona .
3099	meus parabéns pra que inventou azitromicina ontem eu não tava conseguindo engolir nem água hoje eu nem sei mais o que é dor de garganta .
3100	meus receptores de adenosina estão cheios de cafeína enquanto o cerebro produz mais receptores qd eu parar de tomar café a enxaqueca vem .
3101	microcefalia causada pela vacina da morte o plano diabólico de redução https youtu be zgyialwz0be via youtube .
3102	miga ela é preguiçosa desde a primeira morte dela gente da gente adora jogar música usada nos cds keep holding on alice etc. miga eu ja paguei meu tratamento com psicologo para aceitar a morte dele .
3103	miga kero sim já tomei 2 remédio acompanhado de vitamina c e ainda continuo com dor de cabeça tosse coriza .
3104	migas me deem outra opção de lax que não seja o lacto porfa quase desmaiei de cólica da última vez e sem ser sene também askanamia .
3105	migo compra nimesulida é mtmt bom e barato genérico faz efeito bem rápido em 30 min a dor passa .
3106	migos vamos fazer uma vaquinha mensalmente pra pagar minha vacina da alergia .
3107	mila tem alergia a dipirona e tomou dorflex .
3108	milenamanso descobri que a alimentação a oxitocina vit c tem correlação e para nutrição psicóloga assim como depressão compulsão 2 .
3109	mily toma nimesulida é um antiflamatorio o único que melhora minha amigdalite horrível ficar sentindo dor .
3110	mimimi vc se acha pq tem depressão vdd ne to ostentando sertralina e rivotril tem cinco caixas de cada aqui em casa quem nunca chorem .
3111	mineralogia nome usado comercialmente para o silicato natural hidratado de cálcio e magnésio de estrutura fibrosa imune ao calor .
3112	minha alergia a dipirona é real to toda impolada .
3113	minha alergia a nicotina tá pior do q eu esperava .
3114	minha alergia à paracetamol só fica pior .
3115	minha alergia atacou ja chapei um loratadina pq ta foda .
3116	minha alergia ta foda queria voltar a tomar vacina p ver se melhoro .
