Sentença	 Span_1 	 Span_2 
50 mg amitriptilina 500 mg torval 6 25 zolpidem 150 mg venlift todos liberação prolongada 0 25 rivotril durante crise de ansiedade panico .	venlift	ansiedade
então na diabetes a pessoa nao produz insulina e puf glicose alta e varias merdas na depressao tem pouca serotonina .	glicose	diabetes
ja matei uma cartela de dipirona e quase uma caixa de nimesulida nesses dias de caxumba não sei fica com dor .	nimesulida	dor
ja matei uma cartela de dipirona e quase uma caixa de nimesulida nesses dias de caxumba não sei fica com dor .	dipirona	dor
pra mim a fluoxetina ajuda bastante a controlar a alimentação mto mesmo desconto a ansiedade na comida .	fluoxetina	ansiedade
gente se alguém souber de algum remédio caseiro pra cãibra me fala pq eu tenho alergia a qq coisa a base de butilbrometo de escopolamina .	escopolamina	alergia
gente se alguém souber de algum remédio caseiro pra cãibra me fala pq eu tenho alergia a qq coisa a base de butilbrometo de escopolamina .	butilbrometo	alergia
webkande tamoxifeno para acne http bit ly 1u1k3as .	tamoxifeno	acne
tava c febre tomei dipirona agora ta um calor do cão .	dipirona	febre
tava c febre tomei dipirona agora ta um calor do cão .	dipirona	calor
fluoxetina pra algumas pessoas resolve por que é um calmante anti ansiedade sei lá .	anti	ansiedade
fluoxetina pra algumas pessoas resolve por que é um calmante anti ansiedade sei lá .	fluoxetina	ansiedade
um chá de flor para sustentar a dor da saudade dayse sene desconheço autoria da imagem https www instagram com p blsio 4gld0 .	sene	dor
vomitos ansiedade febre q n baixa mm tomando paracetamol nem sei oq tenho olha .	paracetamol	febre
vomitos ansiedade febre q n baixa mm tomando paracetamol nem sei oq tenho olha .	paracetamol	vomitos
vomitos ansiedade febre q n baixa mm tomando paracetamol nem sei oq tenho olha .	paracetamol	ansiedade
vomitos ansiedade febre q n baixa mm tomando paracetamol nem sei oq tenho olha .	mm	febre
vomitos ansiedade febre q n baixa mm tomando paracetamol nem sei oq tenho olha .	mm	vomitos
vomitos ansiedade febre q n baixa mm tomando paracetamol nem sei oq tenho olha .	mm	ansiedade
fui ler a bula do adesivo de nicotina pra reduzir minha ansiedade e eu n coloco isso em mim nunca nesse mundo .	nicotina	ansiedade
essa vitamina q minha ma fez ta me dando enjoo .	vitamina	enjoo
nome disso é vício em dopamina eu me identifico não coma beleza é claro .	dopamina	coma
omeprazol é meu pastor e a azia nunca me atingirá .	omeprazol	azia
o bom de trabalhar com doces é q eu enjoo rápido e fico evitando qualquer doce bom p minha glicose .	glicose	enjoo
elinerodriguess dica de uma pessoa que tem enxaqueca remédios cefaliv ou meloxicam e dormir dormir faz quase todas as dores passarem .	cefaliv	enxaqueca
elinerodriguess dica de uma pessoa que tem enxaqueca remédios cefaliv ou meloxicam e dormir dormir faz quase todas as dores passarem .	meloxicam	enxaqueca
foram pelo menos 4 comprimidos de omeprazol e 2 que eu nem sei o nome pra dor de cabeça .	omeprazol	dor de cabeça
rapaz que dor no estômago cadê o omeprazol .	omeprazol	dor
febre e dor de garganta tomar logo o nimesulida ele é tiro e queda .	nimesulida	febre
febre e dor de garganta tomar logo o nimesulida ele é tiro e queda .	nimesulida	dor de garganta
nada mais milagroso do que colocar bicarbonato de sódio em afta muito boooomm queima pra caralho uma dor bem foda mas depois fica maravilha .	bicarbonato de sódio	dor
nada mais milagroso do que colocar bicarbonato de sódio em afta muito boooomm queima pra caralho uma dor bem foda mas depois fica maravilha .	bicarbonato de sódio	queima
o suor dela cheira a cafeína .	cafeína	suor
tenho alergia a dipirona e a excesso de chocolate https twitter com juhomega status 785607827024928768 .	dipirona	alergia
devia injetar ja a nicotina direto na veia a morte ia chegar rapido .	nicotina	morte
de raiva aqui sabes como e o veterinario n tava la pra eu dar a vacina hoje .	vacina	raiva
fluoxetina pra ansiedade .	fluoxetina	ansiedade
nao vejo a hora de voltar com a minha dose normal de venlafaxina pra essas crises de ansiedade pararem i miss breathing normally .	venlafaxina	ansiedade
a pessoa toma vacina toda semana pra alergia e ainda tem crise alérgica pqp vida .	vacina	alergia
a recuperação mais lenta mesmo será do estômago não da garganta to morrendo de azia já foi amoxicilina sinot clav e levofloxacino .	amoxicilina	azia
a recuperação mais lenta mesmo será do estômago não da garganta to morrendo de azia já foi amoxicilina sinot clav e levofloxacino .	sinot	azia
a recuperação mais lenta mesmo será do estômago não da garganta to morrendo de azia já foi amoxicilina sinot clav e levofloxacino .	levofloxacino	azia
analgésicos como ibuprofeno podem causar depend ncia e piorar a dor tente estas soluções naturais http fb me 68jwhedzq .	ibuprofeno	dor
analgésicos como ibuprofeno podem causar depend ncia e piorar a dor tente estas soluções naturais http fb me 68jwhedzq .	soluções	dor
minha glicose vai às alturas até o final da monografia porque em alguma coisa preciso descontar minha ansiedade né .	glicose	ansiedade
yoongixs se voce ta com dor de cabeça e provavelmente febre toma nimesulida ou paracetamol .	nimesulida	dor de cabeça
yoongixs se voce ta com dor de cabeça e provavelmente febre toma nimesulida ou paracetamol .	nimesulida	febre
yoongixs se voce ta com dor de cabeça e provavelmente febre toma nimesulida ou paracetamol .	paracetamol	dor de cabeça
yoongixs se voce ta com dor de cabeça e provavelmente febre toma nimesulida ou paracetamol .	paracetamol	febre
dormi com óleo de rícino no cabelo e acordeu explodindo de dor de cabeça .	óleo de rícino	dor de cabeça
eu tomo remédio que minha avó diabética toma para controlar minha glicose e tals tbm já tomei para ansiedade pq eu comia mt.	glicose	ansiedade
meu amigo a azia deixou de me acompanhar desde que há 15 anos comecei a tomar omeprazol .	omeprazol	azia
a dor que me machuca é a mesna que me ensina boatarde parque https www instagram com p bdyljrfgttgjbsv3v4ynz3cbkzuv glm0aneeu0 .	mesna	dor
eu tomo rivotril só na crise de ansiedade p dormir tomo zolpidem ele é um indutor de sono .	rivotril	ansiedade
eu tomo rivotril só na crise de ansiedade p dormir tomo zolpidem ele é um indutor de sono .	rivotril	sono
eu tomo rivotril só na crise de ansiedade p dormir tomo zolpidem ele é um indutor de sono .	zolpidem	ansiedade
eu tomo rivotril só na crise de ansiedade p dormir tomo zolpidem ele é um indutor de sono .	zolpidem	sono
ontem eu estava com tanta raiva q tomei lorazepam fui tomar banho e dps n lembro de mais nd apaguei acordei agr c o cabelo molhado ainda .	lorazepam	raiva
esse é bem jeitão de virose sopa ibuprofeno ou tylenol para a febre e dor muito líquido e cama quentinha .	ibuprofeno	febre
esse é bem jeitão de virose sopa ibuprofeno ou tylenol para a febre e dor muito líquido e cama quentinha .	ibuprofeno	dor
esse é bem jeitão de virose sopa ibuprofeno ou tylenol para a febre e dor muito líquido e cama quentinha .	tylenol	febre
esse é bem jeitão de virose sopa ibuprofeno ou tylenol para a febre e dor muito líquido e cama quentinha .	tylenol	dor
sensivel a td sei q tenho q proteger ela de qlq forma mas ela tem alergia a coleira e eu tenho medo ate da vacina pq ela ja .	vacina	medo
sensivel a td sei q tenho q proteger ela de qlq forma mas ela tem alergia a coleira e eu tenho medo ate da vacina pq ela ja .	vacina	alergia
tive que tomar outro omeprazol pra ver se dar uma aliviada nessa dor .	omeprazol	dor
pelo menos consegui tomar minha vacina de alergia .	vacina	alergia
5 dias sem omeprazol e a azia já tá a mil .	omeprazol	azia
sou uma mãe muito apaixonada pelo meu filho ao ponto de mesmo sendo normal ele ter febre da vacina me sentir culpada .	vacina	febre
eu deveria tomar o remédio pra dor só de manhã mas como n to conseguindo dormir vou tomar agr mesmo q dormir chapada de carisoprodol .	carisoprodol	dor
dois dias que não tomo omeprazol e tô o dia todo com dor .	omeprazol	dor
armond yara muita dor ao urinar um pouco pior que cólica e ia ao banheiro o tempo todo daí fui no médico e ele receitou o norfloxacino .	norfloxacino	dor
só por saber ficar torto de dor mesmo tomando nimesulida duas vezes ao dia está meio errado né .	nimesulida	dor
combinação da madrugs cólica dor de estômago 2 omeprazol só faltou o ponstan pra ser perfeita .	omeprazol	dor
combinação da madrugs cólica dor de estômago 2 omeprazol só faltou o ponstan pra ser perfeita .	ponstan	dor
não consigo achar normal as pessoas que tomam 379537 remédios tipo todo dia sente um enjôo taca omeprazol sente uma dorzinha paracetamol .	omeprazol	enjôo
não consigo achar normal as pessoas que tomam 379537 remédios tipo todo dia sente um enjôo taca omeprazol sente uma dorzinha paracetamol .	paracetamol	enjôo
sufixedd tem um remédio chamado piroxicam ele é barato e você nunca mais sentirá cólica toma um quando começar a doer e. sugiro naratriptana para dores fortes enxaqueca essas dores constantes deve ser ansiedade .	piroxicam	enxaqueca
sufixedd tem um remédio chamado piroxicam ele é barato e você nunca mais sentirá cólica toma um quando começar a doer e. sugiro naratriptana para dores fortes enxaqueca essas dores constantes deve ser ansiedade .	piroxicam	ansiedade
sufixedd tem um remédio chamado piroxicam ele é barato e você nunca mais sentirá cólica toma um quando começar a doer e. sugiro naratriptana para dores fortes enxaqueca essas dores constantes deve ser ansiedade .	naratriptana	enxaqueca
sufixedd tem um remédio chamado piroxicam ele é barato e você nunca mais sentirá cólica toma um quando começar a doer e. sugiro naratriptana para dores fortes enxaqueca essas dores constantes deve ser ansiedade .	naratriptana	ansiedade
tomei ibuprofeno pra aliviar a dor e agora tem uma veia na minha testa querendo arrebentar .	ibuprofeno	dor
dor de garganta e acabou o nimesulida vai tomar no cu que vou ter que passar a noite mal .	nimesulida	dor de garganta
eu vou enfiar venlafaxina no meu cu se essa ansiedade não passar .	venlafaxina	ansiedade
solução para azia e refluxo não é omeprazol use aloe vera ou cloridrato de betaina veja mais em https www youtube com watch v 9gykzfgqrj4 .	cloridrato	azia
solução para azia e refluxo não é omeprazol use aloe vera ou cloridrato de betaina veja mais em https www youtube com watch v 9gykzfgqrj4 .	omeprazol	azia
omeprazol é meu pastor e dor de estômago não restará .	omeprazol	dor
vá tomar vacina pra raiva .	vacina	raiva
ah mano nao me fala de zolpidem que ja me da um calor no peito só de pensar nele .	zolpidem	calor
dica se um dia vcs estiverem com dor de garganta façam gargarejo com agua e bicarbonato de sódio sério q troço bom resolve no msm dia .	bicarbonato de sódio	dor de garganta
dica se um dia vcs estiverem com dor de garganta façam gargarejo com agua e bicarbonato de sódio sério q troço bom resolve no msm dia .	agua	dor de garganta
haja cafeína no meu sangue pra me manter acordada até agora sendo que acordei cedo e to morrendo de dor .	cafeína	dor
coca cafeína nicotina liberada a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada .	cafeína	morte
coca cafeína nicotina liberada a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada .	cafeína	cirrose
coca cafeína nicotina liberada a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada .	nicotina	morte
coca cafeína nicotina liberada a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada .	nicotina	cirrose
coca cafeína nicotina liberada a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada .	álcool	morte
coca cafeína nicotina liberada a droga da farmácia venda deliberada álcool vicia cirrose morte na estrada .	álcool	cirrose
descobri que a minha dor de cabeça era por motivos de falta de cafeína e falta de esperança na humanidade .	cafeína	dor de cabeça
se não me policiar tomo café diuturnamente e omeprazol eventualmente por causa da dor de estômago .	omeprazol	dor
estou surtando pra montar meu primeiro manifesto cênico de tanta ansiedade haja sertralina pra me acalmar .	sertralina	ansiedade
eu tomei sertralina parei porque ele me dava muita dor de cabeça e enjoo https twitter com jaguarsart status 776946482465370112 .	sertralina	enjoo
eu tomei sertralina parei porque ele me dava muita dor de cabeça e enjoo https twitter com jaguarsart status 776946482465370112 .	sertralina	dor de cabeça
o cheiro é psicoativo suor que derrama sua pele excita dopamina quero outra dosagem .	dopamina	suor
escolhendo aq se choro de dor da vacina ou de cólica .	vacina	dor
esses meninos são sem limites querem chopp e vodka já vi q vou tomar glicose no salga dor luzinete vai mem matar .	glicose	dor
nimesulida tira a inflamação mas me dá dor de cabeça dor abdominal e surdez temporária do ouvido direito .	nimesulida	inflamação
nimesulida tira a inflamação mas me dá dor de cabeça dor abdominal e surdez temporária do ouvido direito .	nimesulida	dor abdominal
nimesulida tira a inflamação mas me dá dor de cabeça dor abdominal e surdez temporária do ouvido direito .	nimesulida	surdez
nimesulida tira a inflamação mas me dá dor de cabeça dor abdominal e surdez temporária do ouvido direito .	nimesulida	dor de cabeça
senti enjôo com essa glicose aí .	glicose	enjôo
vitteixeira1 tenho alergia a penicilina que é um componente problema é que sofro muito com dor de garganta ai sempre fico bem mal .	penicilina	dor de garganta
vitteixeira1 tenho alergia a penicilina que é um componente problema é que sofro muito com dor de garganta ai sempre fico bem mal .	penicilina	alergia
cadê meus paracetamol pra dor nas minhas pernas .	paracetamol	dor
isso aqui vai me dar uma azia que vai me fazer chorar a noite toda mas aqui é vida loka varios omeprazol .	omeprazol	azia
vou espirar dipirona no ar pra ver sê esse calor abaixa pq olha ta de mais viu .	dipirona	calor
lucksnake aee eu tomo oxalato pra ansiedade quando ataca forte e nitrazepam pra quando n consigo dormir fazer o q né fluoxetina larguei .	fluoxetina	ansiedade
lucksnake aee eu tomo oxalato pra ansiedade quando ataca forte e nitrazepam pra quando n consigo dormir fazer o q né fluoxetina larguei .	nitrazepam	ansiedade
febre febre temperaturaelevada febril antipirético paracetamol procuromaissaude carlosedgarhttp buff ly 2hvuhks .	paracetamol	febre
febre febre temperaturaelevada febril antipirético paracetamol procuromaissaude carlosedgarhttp buff ly 2hvuhks .	paracetamol	febre
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	amoxicilina	cefaleia
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	amoxicilina	náusea
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	amoxicilina	náuseas
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	amoxicilina	tontura
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	amoxicilina	diarreia
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	amoxicilina	diarreia
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	lansoprazol	cefaleia
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	lansoprazol	náusea
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	lansoprazol	náuseas
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	lansoprazol	tontura
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	lansoprazol	diarreia
reações adversas reação comum lansoprazol cefaleia tontura constipação diarreia e náuseas amoxicilina diarreia náusea e rash cutâneo .	lansoprazol	diarreia
tia consultou ontem e o médico diagnosticou síndrome do pânico depressão ta tomando sertralina e vai consultar com outro médico .	sertralina	depressão
tia consultou ontem e o médico diagnosticou síndrome do pânico depressão ta tomando sertralina e vai consultar com outro médico .	sertralina	síndrome
tia consultou ontem e o médico diagnosticou síndrome do pânico depressão ta tomando sertralina e vai consultar com outro médico .	sertralina	tia
dorflexoficial eu tomava dorflex mas tive alergia a dipirona e não posso mais tomar se fizer com paracetamol será maravilhoso .	dipirona	alergia
dorflexoficial eu tomava dorflex mas tive alergia a dipirona e não posso mais tomar se fizer com paracetamol será maravilhoso .	dorflex	alergia
dorflexoficial eu tomava dorflex mas tive alergia a dipirona e não posso mais tomar se fizer com paracetamol será maravilhoso .	paracetamol	alergia
lendo a bula do remédio que o médico de deu para dor de garganta betametasona agora faz sentido essa fome obrigado corticóide .	betametasona	fome
lendo a bula do remédio que o médico de deu para dor de garganta betametasona agora faz sentido essa fome obrigado corticóide .	betametasona	dor de garganta
essas atividades aumentam a dopamina afastam a depressão e protegem contra o envelhecimento do cérebro .	dopamina	depressão
no caso essa ânsia de vômito a dor eu já tomei um ranitidina mas parece que vai demorar o efeito .	ranitidina	dor
no caso essa ânsia de vômito a dor eu já tomei um ranitidina mas parece que vai demorar o efeito .	ranitidina	vômito
ja tomei dipirona dorflex nimesulida hj e nada acaba com a minha dor de cabeça .	dipirona	dor de cabeça
ja tomei dipirona dorflex nimesulida hj e nada acaba com a minha dor de cabeça .	dorflex	dor de cabeça
ja tomei dipirona dorflex nimesulida hj e nada acaba com a minha dor de cabeça .	nimesulida	dor de cabeça
esse ibuprofeno é muito bom minha dor já tá passando .	ibuprofeno	dor
vou tomar um nimesulida pra ver se passa essa dor das costas e outra dor abaixo do maxilar .	nimesulida	dor
vou tomar um nimesulida pra ver se passa essa dor das costas e outra dor abaixo do maxilar .	nimesulida	dor
então quem você tem para te apoiar tenho a fluoxetina internet e alguns pensamentos de morte .	fluoxetina	morte
fluoxetina pra sua ansiedade pílulas e pílulas pra conter a insanidade .	fluoxetina	ansiedade
meu cabelo fica maravilhoso com glicerina eu tenho alergia .	glicerina	alergia
nossa idem tô sem venlafaxina e a abstinência me fez uma tontura que me fez dormir pra caralho tá foda melhoras pra gente .	venlafaxina	tontura
acabei de descobrir q tenho alergia a dipirona do jeito mais difícil .	dipirona	alergia
mano tomei um remédio pra febre pensando que era paracetamol porém minha alergia a dipirona está atacando olhos estão enviando .	paracetamol	febre
mano tomei um remédio pra febre pensando que era paracetamol porém minha alergia a dipirona está atacando olhos estão enviando .	paracetamol	alergia
mano tomei um remédio pra febre pensando que era paracetamol porém minha alergia a dipirona está atacando olhos estão enviando .	dipirona	febre
mano tomei um remédio pra febre pensando que era paracetamol porém minha alergia a dipirona está atacando olhos estão enviando .	dipirona	alergia
tô indo leva o joca pra tomar vacina de alergia .	vacina	alergia
nada melhor pra enjoo de ressaca que dois comprimidos de omeprazol .	omeprazol	enjoo
uma tia receitando pra outra omeprazol pq é milagroso pra dor dela e ela toma todo dia de jejum a 3 me ses .	omeprazol	dor
uma tia receitando pra outra omeprazol pq é milagroso pra dor dela e ela toma todo dia de jejum a 3 me ses .	omeprazol	tia
aff que bixa vo te que usa creme com uréia ácido glicólico ou ácido salicílico pra hidrata a pele to com alergia do inverno .	creme	alergia
aff que bixa vo te que usa creme com uréia ácido glicólico ou ácido salicílico pra hidrata a pele to com alergia do inverno .	ácido salicílico	alergia
aff que bixa vo te que usa creme com uréia ácido glicólico ou ácido salicílico pra hidrata a pele to com alergia do inverno .	ácido	alergia
ta na hora do sepalmeiras começar a dar fluoxetina pros jogadores só falam em ansiedade caralho não fode para de frescura seus fdp .	fluoxetina	ansiedade
azia oxido de magnesio cólica paco buscopan compp cefaleia dipirona tds os sintomas cafune netflix e conchinha .	buscopan	azia
azia oxido de magnesio cólica paco buscopan compp cefaleia dipirona tds os sintomas cafune netflix e conchinha .	buscopan	cefaleia
azia oxido de magnesio cólica paco buscopan compp cefaleia dipirona tds os sintomas cafune netflix e conchinha .	paco	azia
azia oxido de magnesio cólica paco buscopan compp cefaleia dipirona tds os sintomas cafune netflix e conchinha .	paco	cefaleia
azia oxido de magnesio cólica paco buscopan compp cefaleia dipirona tds os sintomas cafune netflix e conchinha .	dipirona	azia
azia oxido de magnesio cólica paco buscopan compp cefaleia dipirona tds os sintomas cafune netflix e conchinha .	dipirona	cefaleia
eu pareço uma cadela raivosa pqp eu preciso da vacina pra raiva crl .	vacina	raiva
ah é bom saber quando tomei dipirona eu fiquei em coma só .	dipirona	coma
fansoftwd prepara as glicose se por algum acaso vir a ter um coma e saquinhos para vômito .	glicose	vômito
fansoftwd prepara as glicose se por algum acaso vir a ter um coma e saquinhos para vômito .	glicose	coma
como a pessoa pega alergia de óleo mineral é meio sem noção .	óleo mineral	alergia
se soubesse q ia dar alergia não tinha nem tomado essa vacina da dengue .	vacina	alergia
tomo omeprazol e a dor no estomago só aumenta hoje é dia de ter todas as dores causada pelo fds famosa lei do retorno .	omeprazol	dor
meu sonho é ir pro hospital tomar glicose por estar em coma alcoólico .	pro	coma
meu sonho é ir pro hospital tomar glicose por estar em coma alcoólico .	glicose	coma
caso você esteja com dor de estômago meio copo de água e meia colher de bicarbonato de sódio aguarde que alivia senão vá ao médico .	bicarbonato de sódio	dor
to com a mesna sensação de qnd tive depressão profunda .	mesna	depressão
annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show p alergia acho q da p todas .	betametasona	alergia
annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show p alergia acho q da p todas .	betametasona	alergia
annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show p alergia acho q da p todas .	pomada	alergia
annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show p alergia acho q da p todas .	pomada	alergia
annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show p alergia acho q da p todas .	cetoconazol	alergia
annahiintz eu tenho alergia e passo uma pomada de cetoconazol proprionato de betametasona é bem show p alergia acho q da p todas .	cetoconazol	alergia
menina eu já tomei dois dipirona e nada dessa dor de cabeça passar .	dipirona	dor de cabeça
eu acho que nunca disse mas eu tomo sertralina antidepressivo pra depressão e tylex pra dor adivinha só os dois acabaram .	tylex	dor
eu acho que nunca disse mas eu tomo sertralina antidepressivo pra depressão e tylex pra dor adivinha só os dois acabaram .	tylex	depressão
eu acho que nunca disse mas eu tomo sertralina antidepressivo pra depressão e tylex pra dor adivinha só os dois acabaram .	sertralina	dor
eu acho que nunca disse mas eu tomo sertralina antidepressivo pra depressão e tylex pra dor adivinha só os dois acabaram .	sertralina	depressão
27 tenho alergia à penicilina .	penicilina	alergia
new post estoque de vacina para raiva humana está baixo em mato grosso http ift tt 2itlgag .	vacina	raiva
vacina é uma forma de imunização contra antígenos externos alergia é uma coisa que seu corpo reconhece como .	vacina	alergia
por isso emagreceu demaaaais quase não come hoje toma omeprazol se sentir mal com dor no estômago mas procura um gastro logo .	omeprazol	dor
eu nem sei qq tem nos meus remédios mais huauauah mas acho que só os p dor de cabeça tem cafeína .	cafeína	dor de cabeça
não viciada de morar na starbucks é que se não ingerir cafeína de manhã tenho enxaqueca .	cafeína	enxaqueca
omeprazol nunca mais e a cura para gastrite azia e refluxo https youtu be w1jafpscbfu via youtube .	omeprazol	azia
omeprazol nunca mais e a cura para gastrite azia e refluxo https youtu be w1jafpscbfu via youtube .	omeprazol	gastrite
ansiedade define cadê o efeito da sertralina ansiedade mesocorre .	sertralina	ansiedade
ansiedade define cadê o efeito da sertralina ansiedade mesocorre .	sertralina	ansiedade
ba essa noite demorei afuuu pra perceber que eu tava com a glicose baixa acordei pingando suor .	glicose	suor
é incrível como a falta de cafeína me faz ter dor de cabeça .	cafeína	dor de cabeça
o fluoxetina me ajudou muito quanto à isso descontava toda minha ansiedade na comida .	fluoxetina	ansiedade
achei que minha dor de cabeça fosse a falta de cafeína sequei a garrafa e nada de passar .	cafeína	dor de cabeça
quer mais cálcio coma rúcula 3 vezes por semana se comer 4 vezes vai ter uma overdose http fb me 1ht1mfnyq .	cálcio	coma
tava com dor de cabeça hoje daí tomei dipirona nossa minha pressão caiu com esse calor então achei que ia desmaiar .	dipirona	calor
tava com dor de cabeça hoje daí tomei dipirona nossa minha pressão caiu com esse calor então achei que ia desmaiar .	dipirona	dor de cabeça
vontade de fazer voc comer esses omeprazol só pelo tanto de raiva que me fez passar .	omeprazol	raiva
minha enxaqueca já me obrigou a tomar topiramato divalproato flunarizina divalproato c sertralina topiramato c sertralina .	flunarizina	enxaqueca
minha enxaqueca já me obrigou a tomar topiramato divalproato flunarizina divalproato c sertralina topiramato c sertralina .	sertralina	enxaqueca
minha enxaqueca já me obrigou a tomar topiramato divalproato flunarizina divalproato c sertralina topiramato c sertralina .	topiramato	enxaqueca
minha enxaqueca já me obrigou a tomar topiramato divalproato flunarizina divalproato c sertralina topiramato c sertralina .	topiramato	enxaqueca
minha enxaqueca já me obrigou a tomar topiramato divalproato flunarizina divalproato c sertralina topiramato c sertralina .	sertralina	enxaqueca
to num pico de testosterona que tá me fazendo ficar com raiva até da minha respiração mas as pessoa n entende .	testosterona	raiva
meu vô é tão viciado em remédio que tomou um paracetamol pq tava com calor .	paracetamol	com calor
eu tava louca de saudade dos sintomas da abstinência de cafeína que dor de cabeça da porra .	cafeína	dor de cabeça
acho que tenho alergia a penicilina .	penicilina	alergia
minha alergia vai atacar to vendo alguém tem um loratadina ai .	loratadina	alergia
sugiro naratriptana para dores fortes enxaqueca essas dores constantes deve ser ansiedade .	naratriptana	ansiedade
sugiro naratriptana para dores fortes enxaqueca essas dores constantes deve ser ansiedade .	naratriptana	enxaqueca
a saudade ainda vai bater no teto até um canalha precisa de afeto dor não cura com penicilina https tmblr co zdwkhw2dmd5bl .	penicilina	dor
kkkkk se já está com azia ele não adianta tome epocler e um eno omeprazol é pra evitar q de azia não pra tirala xd .	omeprazol	azia
kkkkk se já está com azia ele não adianta tome epocler e um eno omeprazol é pra evitar q de azia não pra tirala xd .	omeprazol	azia
kkkkk se já está com azia ele não adianta tome epocler e um eno omeprazol é pra evitar q de azia não pra tirala xd .	epocler	azia
kkkkk se já está com azia ele não adianta tome epocler e um eno omeprazol é pra evitar q de azia não pra tirala xd .	epocler	azia
jordanizzie guria to precisando comer um doce daqueles que chega a dar nojo e dor na garganta de tanta glicose sofrência .	glicose	dor
andrelesouza bah esse negócio da dopamina e cigarro é bem possível que a pessoa entre em depressão então após parar né .	dopamina	depressão
já sei de onde que vem tanta moleza e dor de cabeça que ta em mim hoje falta de cafeína no organismo .	cafeína	dor de cabeça
mano fui tomar remédio de dor de cabeça e tomei cefalexina antibiótico cara minha mãe ficou puta pq eu tomei o remédio erraso .	cefalexina	dor de cabeça
tal do minoxidil virou febre parece .	minoxidil	febre
ta calor d mais vou jogar dipirona no quintal pra ver se abaixa a temperatura .	dipirona	calor
alergia ao paracetamol tomei 3 durante o dia me ajudou muito apesar de agora saber os malefícios mas me ajudou muito .	paracetamol	alergia
n consegui dormir a noite toda com febre está foda minha mãe me forçou a tomar uma vitamina de banana e eu detesto mas falta pouco .	vitamina	febre
precisamente quis sair dali num coma de glicose não rolou .	glicose	coma
sibutramina mandou lembranças p ansiedade pq essa vaca abriu um buraco negro dentro de mim q ta me consumindo .	sibutramina	ansiedade
eu sou ótima tomei o omeprazol por causa da dor mas aí bebi coca e agora voltou a doer .	omeprazol	dor
será q o lindinho vai querer tomar a vacina a vacina que pretende eliminar a dependência de cocaína http migre me uxqcy .	vacina	dependência
será q o lindinho vai querer tomar a vacina a vacina que pretende eliminar a dependência de cocaína http migre me uxqcy .	vacina	dependência
post antigo confira altas taxas de testosterona causam morte de neurônios http ceticismo net 2009 11 17 altas taxas de testosterona causam morte de neuronios old .	testosterona	morte
post antigo confira altas taxas de testosterona causam morte de neurônios http ceticismo net 2009 11 17 altas taxas de testosterona causam morte de neuronios old .	testosterona	morte
post antigo confira altas taxas de testosterona causam morte de neurônios http ceticismo net 2009 11 17 altas taxas de testosterona causam morte de neuronios old .	testosterona	morte
post antigo confira altas taxas de testosterona causam morte de neurônios http ceticismo net 2009 11 17 altas taxas de testosterona causam morte de neuronios old .	testosterona	morte
tontura e dor na nuca vou ir no posto ver minha glicose .	glicose	tontura
tontura e dor na nuca vou ir no posto ver minha glicose .	glicose	dor
tramadol como remédio para dor é também um ótimo sonífero .	tramadol	dor
aí fiz um exame caro pra saber que o que eu tenho é alergia a amoxicilina benzetacil penicilina .	penicilina	alergia
aí fiz um exame caro pra saber que o que eu tenho é alergia a amoxicilina benzetacil penicilina .	benzetacil	alergia
aí fiz um exame caro pra saber que o que eu tenho é alergia a amoxicilina benzetacil penicilina .	amoxicilina	alergia
se tiver mta dor toma ibuprofeno .	ibuprofeno	dor
