Index	Candidate	Drug	Drug_Char_Start	Drug_Char_end	Drug_Word_Index	Event	Event_Char_Start	Event_Char_end	Event_Word_Index	Is_inverted	LABEL
2881	diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	62	68	9	hiperglicemia	80	92	12	0	-1
2882	diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia .	glicose	62	68	9	diabetes mellitus	0	16	16	1	-1
2883	oq eu queria pedir pra deus alem de ter vc pra mim é q alguém invente uma vacina ou sla oq contra a renite e q eu n tenha alergia a gato .	vacina	74	79	17	alergia	122	128	29	0	-1
2894	não desejo alergia a dipirona nem ao meu pior inimigo .	dipirona	21	28	4	alergia	11	17	2	1	-1
2895	jlfleite thaisheredia tem certas coisas que mesmo com omeprazol da azia e ma digestão .	omeprazol	54	62	8	azia	67	70	10	0	-1
2896	dri tem um remedinho pra dor aí na sua bolsa dipirona loratadina motilium	motilium	65	72	12	dor	25	27	5	1	-1
2897	dri tem um remedinho pra dor aí na sua bolsa dipirona loratadina motilium	loratadina	54	63	11	dor	25	27	5	1	-1
2898	dri tem um remedinho pra dor aí na sua bolsa dipirona loratadina motilium	dipirona	45	52	10	dor	25	27	5	1	-1
2899	claro eu sempre oro mas é bom também quando alguém pra gente eu tenho depressão e jesus com certeza melhor que fluoxetina .	fluoxetina	111	120	21	depressão	70	78	14	1	-1
2901	eu com dor marido com dedo quebrado alô farmácias patrocina aqui com tramadol que tá difícil .	tramadol	69	76	12	dor	7	9	2	1	-1
2902	whoo4 depressão envolve muita coisa inclusive falta de higiene aparência danificada deficiência em cálcio ferro vitaminas .	vitaminas	112	120	15	depressão	6	14	1	1	-1
2903	whoo4 depressão envolve muita coisa inclusive falta de higiene aparência danificada deficiência em cálcio ferro vitaminas .	cálcio	99	104	13	depressão	6	14	1	1	-1
2904	whoo4 depressão envolve muita coisa inclusive falta de higiene aparência danificada deficiência em cálcio ferro vitaminas .	ferro	106	110	14	depressão	6	14	1	1	-1
2905	q merda e essa de ter azia o dia todo maldito exame de glicose q me encheu de açúcar e estragou meu dia .	glicose	55	61	13	azia	22	25	6	1	-1
2906	a pessoa aqui foi testar glicose antes de comer e furou o dedinho como ela sempre faz saíram 4 gotas de sangue sujou lençol motivo calor .	gotas	95	99	19	calor	131	135	25	0	-1
2907	a pessoa aqui foi testar glicose antes de comer e furou o dedinho como ela sempre faz saíram 4 gotas de sangue sujou lençol motivo calor .	glicose	25	31	5	calor	131	135	25	0	-1
2908	ver a bendita caixa de bombom no armário quase todo dia mãe tome a lactase e coma e o ldl e a glicose do meu sangue quem tira depois .	glicose	94	100	22	coma	77	80	16	1	-1
2909	morreniiiii de cólica prostaglandinas ômega 6 lipídios diminuição do nível de progesterona descamação do endométrio life sucks .	progesterona	78	89	11	descamação	91	100	12	0	-1
2910	eu já tomei fluoxetina e buscofem hoje e parece que vou ter q tomar dipirona com essa dor de cabeça desgraçada a famosa maria das dores .	buscofem	25	32	5	dor de cabeça	86	98	36752	0	-1
2911	eu já tomei fluoxetina e buscofem hoje e parece que vou ter q tomar dipirona com essa dor de cabeça desgraçada a famosa maria das dores .	dipirona	68	75	14	dor de cabeça	86	98	36752	0	-1
2912	eu já tomei fluoxetina e buscofem hoje e parece que vou ter q tomar dipirona com essa dor de cabeça desgraçada a famosa maria das dores .	fluoxetina	12	21	3	dor de cabeça	86	98	36752	0	-1
2913	minha dor de cabeça é por falta de cafeína .	cafeína	35	41	8	dor de cabeça	6	18	38360	1	-1
2914	to com menos dor consegui comer mas to tomando amoxicilina e nimesulida por conta propria espero que de certo .	amoxicilina	47	57	9	dor	13	15	3	1	-1
2915	to com menos dor consegui comer mas to tomando amoxicilina e nimesulida por conta propria espero que de certo .	nimesulida	61	70	11	dor	13	15	3	1	-1
2916	mano fui tomar remédio de dor de cabeça e tomei cefalexina antibiótico cara	cefalexina	48	57	10	dor de cabeça	26	38	38047	1	-1
2917	muita dor não só no estômago aí se tomo pantoprazol não sinto nada .	pantoprazol	40	50	9	dor	6	8	1	1	-1
2918	graças a deus eu paro de tomar esse veneno que é o azitromicina já não aguento trabalhar com essa dor de estômago .	azitromicina	51	62	12	dor	98	100	19	0	-1
2919	não devia ter tomado nimesulida tá me dando enjôo e tontura .	nimesulida	21	30	4	enjôo	44	48	8	0	-1
2920	não devia ter tomado nimesulida tá me dando enjôo e tontura .	nimesulida	21	30	4	tontura	52	58	10	0	-1
2921	o cachorro da vizinha da frente está coma cara inchada fiz um decadron e dei um comprimido de prednisona	prednisona	94	103	18	coma	37	40	7	1	-1
2922	o cachorro da vizinha da frente está coma cara inchada fiz um decadron e dei um comprimido de prednisona	decadron	62	69	12	coma	37	40	7	1	-1
2923	timokkuma tomara que funcione é qual esse eu ando precisando de um sibutramina ta piorando mto minha depressão .	sibutramina	67	77	12	depressão	101	109	17	0	-1
2924	comprei uma caixa de nimesulida pra descobrir logo em seguida que tenho alergia isso que dá ser hipocondríaca kakakka .	nimesulida	21	30	4	alergia	72	78	12	0	-1
2925	eu tenho que fazer uns exames pra começar a tratar a acne mas a glicose não pode ta alta e eu vivi de doce essa semana	glicose	64	70	14	acne	53	56	11	1	-1
2926	até ontem tava vivendo a base de omeprazol hoje já vou ter que procurar um remédio pra dor de garganta eita que tá difícil .	omeprazol	33	41	7	dor de garganta	87	101	35232	0	-1
2927	tem gente que me conhece desde as fraldas e ainda não compreende q tenho alergia a nicotina .	nicotina	83	90	16	alergia	73	79	14	1	-1
2928	morrer de dor de estômago ou ir comprar ranitidina a pé eis a questão .	ranitidina	40	49	8	dor	10	12	2	1	-1
2929	é o puro stress e aumento na dose de nicotina e pra não ter dor de cabeça aquieta	nicotina	37	44	9	dor de cabeça	60	72	36323	0	-1
2930	se existe uma vacina contra a morte então continuem gozando e abusando aos defuntos .	vacina	14	19	3	morte	30	34	6	0	-1
2931	por acaso uma pessoa fumante q nao tem depressao e nem ansiedade vai se matar por nao ter nicotina .	nicotina	90	97	18	ansiedade	55	63	11	1	-1
2932	cólica dor da vacina no braço to como .	vacina	14	19	3	dor	7	9	1	1	-1
2933	cafeína e nicotina as vezes é o melhor remédio p ansiedade .	nicotina	10	17	2	ansiedade	49	57	10	0	-1
2934	cafeína e nicotina as vezes é o melhor remédio p ansiedade .	cafeína	0	6	0	ansiedade	49	57	10	0	-1
2935	alguém quer me trazer um polaramine ou loratadina pra dar aquela amenizada nas doença respiratória .	loratadina	39	48	7	doença respiratória	79	97	97	0	-1
2936	alguém quer me trazer um polaramine ou loratadina pra dar aquela amenizada nas doença respiratória .	polaramine	25	34	5	doença respiratória	79	97	97	0	-1
2937	nem com dopamina eu to dormindo rebelde essa minha ansiedade .	dopamina	8	15	2	ansiedade	51	59	9	0	-1
2938	serio gente remédio para dor mesmo paracetamol	paracetamol	35	45	6	dor	25	27	4	1	-1
2939	nimesulida tira a inflamação mas me dá dor de cabeça dor abdominal e surdez temporária do ouvido direito .	nimesulida	0	9	0	dor de cabeça	39	51	38783	0	-1
2940	nimesulida tira a inflamação mas me dá dor de cabeça dor abdominal e surdez temporária do ouvido direito .	nimesulida	0	9	0	inflamação	18	27	3	0	-1
2941	nimesulida tira a inflamação mas me dá dor de cabeça dor abdominal e surdez temporária do ouvido direito .	nimesulida	0	9	0	dor abdominal	53	65	65	0	-1
2942	nimesulida tira a inflamação mas me dá dor de cabeça dor abdominal e surdez temporária do ouvido direito .	nimesulida	0	9	0	surdez	69	74	13	0	-1
2943	bicarbonato é menas dor ne bicarbonato de sódio	bicarbonato de sódio	27	46	35340	dor	20	22	3	1	-1
2944	bicarbonato é menas dor ne bicarbonato de sódio	bicarbonato	0	10	0	dor	20	22	3	0	-1
2945	e esse calor de murchar folha de zinco ce tá é doido .	zinco	33	37	7	calor	7	11	2	1	-1
2946	mas que depressão vai uma cafeína .	cafeína	26	32	5	depressão	8	16	2	1	-1
2947	a nimesulida não fez efeito ainda tô morreeeendo de dor e era meu ultimo tô fodida .	nimesulida	2	11	1	dor	52	54	9	0	-1
2948	sem irritação sem dor de cabeça glicose sua linda .	glicose	32	38	6	irritação	4	12	1	1	-1
2949	sem irritação sem dor de cabeça glicose sua linda .	glicose	32	38	6	dor de cabeça	18	30	40074	1	-1
2950	eu to sentindo muito enjoo ultimamente principalmente quando eu acordo então to só no omeprazol todo dia .	omeprazol	86	94	14	enjoo	21	25	4	1	-1
2951	ibuprofeno ajuda a desinflamar e dipirona ajuda com a dor .	ibuprofeno	0	9	0	dor	54	56	9	0	-1
2952	ibuprofeno ajuda a desinflamar e dipirona ajuda com a dor .	dipirona	33	40	5	dor	54	56	9	0	-1
2954	ja tomei tylenol e loratadina juntos e nada da dor passar q isso .	loratadina	19	28	4	dor	47	49	9	0	-1
2955	ja tomei tylenol e loratadina juntos e nada da dor passar q isso .	tylenol	9	15	2	dor	47	49	9	0	-1
2956	pelo menos minha pulaçao alegria e agitação na escola hj serviu pra alguma coisa cheguei a glicose tava 93 .	glicose	91	97	16	agitação	35	42	6	1	-1
2957	pior que o donarem eu já deixei total de lado exceto quando tenho a maldita enxaqueca da abstinência da venlafaxina .	venlafaxina	104	114	19	enxaqueca	76	84	15	1	-1
2958	este amargo cheiro de suor testosterona e gente idosa .	testosterona	27	38	5	suor	22	25	4	1	-1
2959	cafeína é uma luta entre felicidade e dor de cabeça .	cafeína	0	6	0	dor de cabeça	38	50	35464	0	-1
2960	10 eu tenho alergia a dipirona .	dipirona	22	29	5	alergia	12	18	3	1	-1
2961	coma alcoólico cocar ganhou o pr mio glicose na veia não lembro de nada .	glicose	37	43	7	coma	0	3	0	1	-1
2962	dannicaastro só pq ela disse q mais tarde eu vou sair febre n passa né coleguinha nimesulida e anti alérgico n funcionam né .	anti	95	98	18	febre	54	58	11	1	-1
2963	dannicaastro só pq ela disse q mais tarde eu vou sair febre n passa né coleguinha nimesulida e anti alérgico n funcionam né .	nimesulida	82	91	16	febre	54	58	11	1	-1
2964	mas se deus quiser essa dependência da prednisona vai acabar não aguento mais .	prednisona	39	48	7	dependência	24	34	5	1	-1
2965	estou precisando de um midazolam pra controlar essa ansiedade pra prova que é só 16hra eta porra .	midazolam	23	31	4	ansiedade	52	60	8	0	-1
2966	mano se me der outra dor de cabeça igual a de ontem morro sem figado mais me entupo de paracetamol	paracetamol	87	97	19	dor de cabeça	21	33	41975	1	-1
2967	cafeína em remédio de enxaqueca e não consigo dormir .	cafeína	0	6	0	enxaqueca	22	30	4	0	-1
2968	dor de cabeça e de garganta ao mesmo tempo é uma desgraça pessoa já engole uma dipirona e come uma pastilha pra garganta aaaaaa .	dipirona	79	86	16	dor de cabeça	0	12	36129	1	-1
2969	acho que vou ficar com dor de garganta vo logo tomar um nimesulida .	nimesulida	56	65	12	dor de garganta	23	37	41731	1	-1
2970	só quero chegar em casa me dopar com xarope nimesulida neosoro chá e entrar em coma .	xarope	37	42	8	coma	79	82	15	0	-1
2971	só quero chegar em casa me dopar com xarope nimesulida neosoro chá e entrar em coma .	nimesulida	44	53	9	coma	79	82	15	0	-1
2972	e pra piorar meu braço parece que vai cair por conta daquela vacina .	vacina	61	66	12	cair	38	41	8	1	-1
2973	nimesulida tomei essa semana também meu remédio pra dor de cabeça acabou gastrol	gastrol	73	79	12	dor de cabeça	52	64	38784	1	-1
2974	nimesulida tomei essa semana também meu remédio pra dor de cabeça acabou gastrol	nimesulida	0	9	0	dor de cabeça	52	64	38784	0	-1
2975	pedi pra minha mae me dar novalgina liquida pra ver se a dor passa a que ponto cheguei .	novalgina	26	34	6	dor	57	59	12	0	-1
2976	migu dor natural kkk toma algum analgésico ou um anti inflamatório indico nimesulida é muito bom .	anti	49	52	9	dor	5	7	1	1	-1
2977	migu dor natural kkk toma algum analgésico ou um anti inflamatório indico nimesulida é muito bom .	nimesulida	74	83	12	dor	5	7	1	1	-1
2978	esqueci de tomar a vacina de alergia e tive crise o dia inteiro .	vacina	19	24	4	alergia	29	35	6	0	-1
2979	deus se não for tu na causa do meu estômago e da minha ansiedade omeprazol não vai ser .	omeprazol	65	73	14	ansiedade	55	63	13	1	-1
2980	fora a dipirona da febre .	dipirona	7	14	2	febre	19	23	4	0	-1
2981	exagerei na cafeína hj e agora to mals de agitação .	cafeína	12	18	2	agitação	42	49	9	0	-1
2982	não sou médico mas uso metformina sou diabético e o genérico me dá um enjoo absurdo só tomo o de marca glifage .	glifage	103	109	21	enjoo	70	74	14	1	-1
2983	não sou médico mas uso metformina sou diabético e o genérico me dá um enjoo absurdo só tomo o de marca glifage .	metformina	23	32	5	enjoo	70	74	14	0	-1
2984	se for dipirona eu tenho alergia .	dipirona	7	14	2	alergia	25	31	5	0	-1
2985	furosemida me dá cólica e dor nas costas .	furosemida	0	9	0	dor nas costas	26	39	37299	0	-1
2986	acabou meu omeprazol não posso tomar sonrisal a cris queria me dar digesan quando li a bula mais um remédio pra minha lista de alergia .	sonrisal	37	44	6	alergia	127	133	24	0	-1
2987	acabou meu omeprazol não posso tomar sonrisal a cris queria me dar digesan quando li a bula mais um remédio pra minha lista de alergia .	digesan	67	73	12	alergia	127	133	24	0	-1
2988	acabou meu omeprazol não posso tomar sonrisal a cris queria me dar digesan quando li a bula mais um remédio pra minha lista de alergia .	omeprazol	11	19	2	alergia	127	133	24	0	-1
2989	dor de cabeça e gastrite atacada sdds tomar omeprazol regularmente .	omeprazol	44	52	8	gastrite	16	23	4	1	-1
2990	dor de cabeça e gastrite atacada sdds tomar omeprazol regularmente .	omeprazol	44	52	8	dor de cabeça	0	12	36130	1	-1
2991	botei bicarbonato de sódio em cima da minha afta agr dei uma leve passeada no céu de tanta dor q senti .	bicarbonato de sódio	6	25	35403	dor	91	93	18	0	-1
2992	acho que não devo ter gosto de ureia do suor .	ureia	31	35	7	suor	40	43	9	0	-1
2993	to tentando acordar meu irmão p ir pegar o paracetamol q ta lá na cozinha mas o guri ta em coma eu acho .	paracetamol	43	53	9	coma	91	94	20	0	-1
2994	lua tem alergia a penicilina que nem eu duas bixada .	penicilina	18	27	4	alergia	8	14	2	1	-1
2995	13 tenho alergia a cafeína mas trabalho na starbucks .	cafeína	19	25	4	alergia	9	15	2	1	-1
2996	nossa que dor de cabeça sabe o q eu to precisando isso mesmo ibuprofeno e 8 horas de sono .	ibuprofeno	61	70	13	dor de cabeça	10	22	38848	1	-1
2997	nossa que dor de cabeça sabe o q eu to precisando isso mesmo ibuprofeno e 8 horas de sono .	ibuprofeno	61	70	13	sono	85	88	18	0	-1
2998	oq fazer quando nem azitromicina resolve sua dor de garganta .	azitromicina	20	31	4	dor de garganta	45	59	39207	0	-1
2999	gente q tem dependência com venlafaxina kakaka	venlafaxina	28	38	5	dependência	12	22	3	1	-1
3000	eu ja senti dor de novo preciso me entupir de ibuprofeno pra essa carne desinflamar e eu não ter que tirala ooo diabo q dói .	ibuprofeno	46	55	10	dor	12	14	3	1	-1
3001	esqueci de tomar a venlafaxina e to com enxaqueca .	venlafaxina	19	29	4	enxaqueca	40	48	8	0	-1
3002	toma ibuprofeno é o melhor remedio pra dor de dente .	ibuprofeno	5	14	1	dor de dente	39	50	28545	0	-1
3003	2 injeções uma em cada lado pra passar a dor ou 2 40 gotas de dipirona adivinha com qual eu fiquei .	gotas	53	57	13	dor	41	43	9	1	-1
3004	2 injeções uma em cada lado pra passar a dor ou 2 40 gotas de dipirona adivinha com qual eu fiquei .	dipirona	62	69	15	dor	41	43	9	1	-1
3005	vai chegando perto da vacina a alergia aumenta .	vacina	22	27	4	alergia	31	37	6	0	-1
3006	deve ser enxaqueca toma um dorflex ou nimesulida que ajuda .	dorflex	27	33	5	enxaqueca	9	17	2	1	-1
3007	deve ser enxaqueca toma um dorflex ou nimesulida que ajuda .	nimesulida	38	47	7	enxaqueca	9	17	2	1	-1
3008	se for dor de estômago toma omeprazol é ótimo .	omeprazol	28	36	6	dor	7	9	2	1	-1
3009	o vermelho é de alergia a dipirona .	dipirona	26	33	6	alergia	16	22	4	1	-1
3010	to c enjoo vou esperar cuts ir embora vou tomar um bromoprida e apagarrr amanhã meu pai ta de folga e bate aqui cedinho .	bromoprida	51	60	11	enjoo	5	9	2	1	-1
3011	eu louca querendo dormir por causa da dor e minha mãe me dá um remédio que tira a dor mas contém cafeína q tira o sono .	cafeína	97	103	21	sono	114	117	25	0	-1
3012	eu louca querendo dormir por causa da dor e minha mãe me dá um remédio que tira a dor mas contém cafeína q tira o sono .	cafeína	97	103	21	dor	82	84	18	1	-1
3013	eu louca querendo dormir por causa da dor e minha mãe me dá um remédio que tira a dor mas contém cafeína q tira o sono .	cafeína	97	103	21	dor	38	40	7	1	-1
3014	amiga é naratriptana mas vc precisa ter enxaqueca pra usar sdds de vc pqp viu .	naratriptana	8	19	2	enxaqueca	40	48	7	0	-1
3016	aquela hora que vc sente dor de cabeça e descobri que é falta de dopamina no cérebro ahsuahsuahaua por favor mais chocolateeeeeeeee .	dopamina	65	72	14	dor de cabeça	25	37	35181	1	-1
3017	dor de cabeça e muito sono google sintomas de vicio em cafeina procurar .	cafeina	55	61	11	sono	22	25	5	1	-1
3018	dor de cabeça e muito sono google sintomas de vicio em cafeina procurar .	cafeina	55	61	11	dor de cabeça	0	12	36131	1	-1
3019	cada dia tá aumentando mais e mais e mais e a dor puts nem se fala omeprazol e pantocal é boia .	pantocal	79	86	18	dor	46	48	11	1	-1
3020	cada dia tá aumentando mais e mais e mais e a dor puts nem se fala omeprazol e pantocal é boia .	omeprazol	67	75	16	dor	46	48	11	1	-1
3021	nossa senhora eu preciso do meu fluoxetina é uma ansiedade que eu fico tremendo .	fluoxetina	32	41	6	tremendo	71	78	13	0	-1
3022	nossa senhora eu preciso do meu fluoxetina é uma ansiedade que eu fico tremendo .	fluoxetina	32	41	6	ansiedade	49	57	9	0	-1
3023	exagerei na dose de vitamina d esse final de semana cara não aguento mais de dor nos meus queimados .	vitamina	20	27	4	dor	77	79	15	0	-1
3026	passei o dia parecendo um zumbi to podre morrendo de dor de cabeça um dorflex e um zolpidem não dormir essa noite vai ser muita mancada .	zolpidem	83	90	17	dor de cabeça	53	65	42209	1	-1
3027	passei o dia parecendo um zumbi to podre morrendo de dor de cabeça um dorflex e um zolpidem não dormir essa noite vai ser muita mancada .	dorflex	70	76	14	dor de cabeça	53	65	42209	1	-1
3028	ué piora e ele aumenta eu tomava junto com risperidona e ele piorava minha ansiedade só me bugava mais .	risperidona	43	53	9	ansiedade	75	83	14	0	-1
3029	futurodistopic aaah line sim tem coisa que só de imaginar a azia grita lá do fundo e o omeprazol pila na minha mão .	omeprazol	87	95	18	azia	60	63	11	1	-1
3030	resumo da minha vida dor choro e mais dor omeprazol sucos ruins miojo .	omeprazol	42	50	9	dor	38	40	8	1	-1
3031	resumo da minha vida dor choro e mais dor omeprazol sucos ruins miojo .	omeprazol	42	50	9	dor	21	23	4	1	-1
3032	eu podia tomar uns 77 omeprazol que não servia pra essa azia .	omeprazol	22	30	5	azia	56	59	11	0	-1
3033	quero a morte desse professor agora ringer .	ringer	36	41	6	morte	8	12	2	1	-1
3034	q minha glicose tá alta to sentindo tontura de vez em quando .	glicose	8	14	2	tontura	36	42	7	0	-1
3035	nós chega da aula com raiva não pode deixar a testosterona baixar .	testosterona	46	57	10	raiva	22	26	5	1	-1
3039	não é certo umx adolescente de 17 anos viver a base de omeprazol quando não remédios mais fortes viver tendo crises de ansiedade .	omeprazol	55	63	12	ansiedade	119	127	22	0	-1
3040	meu salário de dezembro vai ser lindo como não é há cerca de 2 anos sou apenas gratidão à paroxetina e à terapia pela ansiedade controlada .	paroxetina	90	99	19	ansiedade	118	126	24	0	-1
3041	bom dia com muita dor e omeprazol .	omeprazol	24	32	6	dor	18	20	4	1	-1
3042	toma azitromicina pra garganta e paracetamol pra febre	paracetamol	33	43	5	febre	49	53	7	0	-1
3043	toma azitromicina pra garganta e paracetamol pra febre	azitromicina	5	16	1	febre	49	53	7	0	-1
3044	sofrendo horrores de gastrite pq quando to tomando o remedio de cólica n posso tomar o pantoprazol pq abaixa minha pressão e eu desmaio .	pantoprazol	87	97	16	gastrite	21	28	3	1	-1
3045	dipirona é o melhor remédio e tenho alergia .	dipirona	0	7	0	alergia	36	42	7	0	-1
3046	pra mim só piorou a unica coisa q resolve minhas dor de garanta é aquele remedio nimesulida em gotas .	gotas	95	99	18	dor	49	51	10	1	-1
3047	pra mim só piorou a unica coisa q resolve minhas dor de garanta é aquele remedio nimesulida em gotas .	nimesulida	81	90	16	dor	49	51	10	1	-1
3048	9 tankianasoad induziu o cara a hemorragia era só p verificar a glicose kkkkk .	glicose	64	70	12	hemorragia	32	41	6	1	-1
3049	fora nimesulida qual é a sugestão para curar uma dor de garganta pesada .	nimesulida	5	14	1	dor de garganta	49	63	37250	0	-1
3050	o médico disse pra tomar o omeprazol nos momentos de estresse ansiedade e tal isso significa que vou tomar todo dia uns 3 né .	omeprazol	27	35	6	estresse	53	60	10	0	-1
3051	o médico disse pra tomar o omeprazol nos momentos de estresse ansiedade e tal isso significa que vou tomar todo dia uns 3 né .	omeprazol	27	35	6	ansiedade	62	70	11	0	-1
3052	essa merda de sino logo to com fome dependencia da nicotina e tals .	nicotina	51	58	10	fome	31	34	7	1	-1
3053	sofrimento a dependência da nicotina causa	nicotina	28	35	4	dependência	13	23	2	1	-1
3054	sertralina não é a solução mais cabível para a depressão pronto falei .	sertralina	0	9	0	depressão	47	55	9	0	-1
3055	tô tentando mas a dor n deixa enxak dipirona pressão despencou tô toda estranha amanhã se n melhorar vou comprar sumax .	sumax	113	117	20	dor	18	20	4	1	-1
3056	tô tentando mas a dor n deixa enxak dipirona pressão despencou tô toda estranha amanhã se n melhorar vou comprar sumax .	dipirona	36	43	8	dor	18	20	4	1	-1
3057	finalmente primavera época de andar pelado por causa do calor e fazer estoque de loratadina e celestamine .	celestamine	94	104	16	calor	56	60	9	1	-1
3058	finalmente primavera época de andar pelado por causa do calor e fazer estoque de loratadina e celestamine .	loratadina	81	90	14	calor	56	60	9	1	-1
3059	jeito hj sai morte tvcamara nitroglicerina pura .	nitroglicerina	28	41	5	morte	13	17	3	1	-1
3060	você só sabe o que é dor de verdade quando coloca bicarbonato de sódio em cima da afta .	bicarbonato de sódio	50	69	41550	dor	21	23	6	1	-1
3061	esse beserol é vendido dibas em farmácia cara to c uma dor de velha mesmo q tá insuportável .	beserol	5	11	1	dor	55	57	11	0	-1
3062	o cheiro é psico ativo suor que derrama sua pele excita dopamina quero alta dosagem .	dopamina	56	63	11	suor	23	26	5	1	-1
3063	acordar com dor de cabeça fritando sua mente resistirmos a fluoxetina .	fluoxetina	59	68	10	dor de cabeça	12	24	34704	1	-1
3064	o efeito do paracetamol nunca senti tanto calor assim se bem que enfim .	paracetamol	12	22	3	calor	42	46	7	0	-1
3065	depois de um mês vou dormir de novo no meu quarto porque hoje tô com muita dor nas costas e não tem nimesulida .	nimesulida	100	109	22	dor nas costas	75	88	35907	1	-1
3066	tem vez que minha loucura da certo estava com uma dor bruta de cabeça e tomei 2 ibuprofeno de uma vez deu bom viu kkkk .	ibuprofeno	80	89	17	dor	50	52	10	1	-1
3067	nossa só com omeprazol e pepsamar pra aguentar essas azia defendendo futebol do inter .	omeprazol	13	21	3	azia	53	56	9	0	-1
3068	nossa só com omeprazol e pepsamar pra aguentar essas azia defendendo futebol do inter .	pepsamar	25	32	5	azia	53	56	9	0	-1
3069	estou presa junto com minha irmã e vou ver ela tomar vacina e aqui dentro tá muito calor .	vacina	53	58	11	calor	83	87	17	0	-1
3070	tô tomando a cada 8 hrs amoxicilina e ibuprofeno aí se a febre voltar tomar dipirona .	amoxicilina	24	34	6	febre	57	61	12	0	-1
3071	tô tomando a cada 8 hrs amoxicilina e ibuprofeno aí se a febre voltar tomar dipirona .	ibuprofeno	38	47	8	febre	57	61	12	0	-1
3072	tô tomando a cada 8 hrs amoxicilina e ibuprofeno aí se a febre voltar tomar dipirona .	dipirona	76	83	15	febre	57	61	12	1	-1
3073	t3ddydiario lembra que te falei que me deu reação alérgica ao ibuprofeno tenho alergia gravíssima a esse remédio .	ibuprofeno	62	71	11	alergia	79	85	13	0	-1
3074	t3ddydiario lembra que te falei que me deu reação alérgica ao ibuprofeno tenho alergia gravíssima a esse remédio .	ibuprofeno	62	71	11	reação alérgica	43	57	57	1	-1
3075	já tomei um dorflex e um remédio duplo de paracetamol cafeína e a dor não passou .	paracetamol	42	52	9	dor	66	68	13	0	-1
3076	já tomei um dorflex e um remédio duplo de paracetamol cafeína e a dor não passou .	dorflex	12	18	3	dor	66	68	13	0	-1
3077	já tomei um dorflex e um remédio duplo de paracetamol cafeína e a dor não passou .	cafeína	54	60	10	dor	66	68	13	0	-1
3078	gente que depressão cade minha sertralina .	sertralina	31	40	5	depressão	10	18	2	1	-1
3079	notjorge eu tava em coma por causa da cantina quando acordei ele tava tentando enfiar uma agulha em mim pq ele ia injetar glicose .	glicose	122	128	23	coma	20	23	4	1	-1
3080	eu tô tomando dipirinona em caso de dor ibuprofeno de 6 em 6h tenho 3 dias tomando soro buscopam 40 gotas em caso de dor .	ibuprofeno	40	49	8	dor	36	38	7	1	-1
3081	eu tô tomando dipirinona em caso de dor ibuprofeno de 6 em 6h tenho 3 dias tomando soro buscopam 40 gotas em caso de dor .	ibuprofeno	40	49	8	dor	117	119	24	0	-1
3082	eu tô tomando dipirinona em caso de dor ibuprofeno de 6 em 6h tenho 3 dias tomando soro buscopam 40 gotas em caso de dor .	soro	83	86	17	dor	36	38	7	1	-1
3083	eu tô tomando dipirinona em caso de dor ibuprofeno de 6 em 6h tenho 3 dias tomando soro buscopam 40 gotas em caso de dor .	soro	83	86	17	dor	117	119	24	0	-1
3084	eu tô tomando dipirinona em caso de dor ibuprofeno de 6 em 6h tenho 3 dias tomando soro buscopam 40 gotas em caso de dor .	gotas	100	104	20	dor	36	38	7	1	-1
3085	eu tô tomando dipirinona em caso de dor ibuprofeno de 6 em 6h tenho 3 dias tomando soro buscopam 40 gotas em caso de dor .	gotas	100	104	20	dor	117	119	24	0	-1
3086	febre do lítio	lítio	9	13	2	febre	0	4	0	1	-1
3087	pro traficante de morfina não aguento mais essa dor eu com cólica .	morfina	18	24	3	dor	48	50	8	0	-1
3088	pro traficante de morfina não aguento mais essa dor eu com cólica .	pro	0	2	0	dor	48	50	8	0	-1
3089	retiro o que eu disse sobre meu amor pelo naproxeno sódico pois minha dor nas costas voltou n caiam nessa .	naproxeno	42	50	9	dor nas costas	70	83	39896	0	-1
3090	to jogando dipirona no ar pra ver se a temperatura abaixa calor dos infernos .	dipirona	11	18	2	calor	58	62	11	0	-1
3091	esqueci de tomar ibuprofeno quando acordei e agora tô fudida de dor .	ibuprofeno	17	26	3	dor	64	66	11	0	-1
3092	clínico que me atendeu hoje disse que crises de ansiedade desencadeiam muito mais quando o nível de dopamina fica muito elevado .	dopamina	100	107	17	ansiedade	48	56	9	1	-1
3093	o que fazer quando você está com alergia da vacina de alergia sério alguém me ajuda .	vacina	44	49	9	alergia	54	60	11	0	-1
3094	o que fazer quando você está com alergia da vacina de alergia sério alguém me ajuda .	vacina	44	49	9	alergia	33	39	7	1	-1
3095	não tava aguentando de tanta azia tomei leite	leite	40	44	7	azia	29	32	5	1	-1
3096	p vc não entrar em coma e não precisar tomar glicose kkkkkkkk .	glicose	45	51	10	coma	19	22	5	1	-1
3098	a pornografia desequilibra o eixo de recompensa de endorfinas principalmente a dopamina podendo causar apatia depressão falta de libido .	dopamina	79	86	11	apatia	103	108	14	0	-1
3099	a pornografia desequilibra o eixo de recompensa de endorfinas principalmente a dopamina podendo causar apatia depressão falta de libido .	dopamina	79	86	11	depressão	110	118	15	0	-1
